Compound name in figures,Complete compound name,1314_A,1314_B,1314_C,1314P_A,1314P_B,1314P_C,1545_A,1545_B,1545_C,1771_A,1771_B,1771_C,2021_A,2021_B,2021_C,2090_A,2090_B,2090_C,3430_A,3430_B,3430_C,371_A,371_B,371_C,449_A,449_B,449_C,7803_B,7803_F,8102_A,8102_F,8501_B,8501_C,8501_D,As9601_A,As9601_B,As9601_C,Cy_A,Cy_B,Cy_C,MED4_D,MED4_E,MED4_F,Nat_A,Nat_B,Nat_C,Nmar_1,Nmar_2,Nmar_3,Np_A,Np_C,Np_F,Pc55x_A,Pc55x_B,Pc55x_C,Pt_C,Pt_F,To_A,To_B,To_C,Tp_A,Tp_E,Tp_F
Homarine,Homarine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5874497918115029,0.33272504781514617,0.44998568161765784,NA,NA,NA,NA,NA,NA,135.03036238243675,154.92814791698237,172.25208952374575,1.1453181006078204,0.7745260017284371,0.5448725872344747,159.32995815330014,194.85767696839363,18309.83690222792,17153.714352757415,NA,NA,NA,NA,NA,NA,816.1382131345945,2296.101682795314,1249.0583466778792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.8112469353111,109.94102375338676,144.77494966292758,NA,NA,24.056321792164265,19.30272989686824,22.4782835346174,556.9817956853805,438.7012271345253,264.31443910693463
Homoserine,L-Homoserine,168.65796454326045,156.84532456084338,NA,NA,NA,NA,NA,NA,NA,38.04882391783608,50.885844595499385,113.35923138862724,14.618215789124292,8.873151302647903,35.885324710060196,657.3980671877495,703.4806452437537,859.5744132808469,NA,NA,370.68032321424994,130.1406059545606,124.89026789882206,236.39610946458043,142.04584204995848,125.93059174024432,93.6206684795396,1211.1719743627966,1761.557811458767,3521.500829580399,2684.2151530763504,NA,13.968781563287331,NA,313.6136520491698,262.49295917980675,296.80164412094257,1586.2561256415922,2169.9672507322875,1454.010451429808,737.1726928565361,1021.1193190071692,1285.92840716535,1069.0062749084748,1587.712626291666,1633.5416607438997,1568.5815634885105,1710.7995323913171,1792.6626283542018,48.05506489062256,42.743485149156136,21.29831230536439,57.502590074626646,52.0375539585069,31.192162419357267,NA,NA,254.32397521864164,181.49836237485752,232.9719494235247,NA,39.66013006516306,NA
Inosine,Inosine,277.07566876319737,225.8322717153382,235.13098847959543,NA,NA,NA,NA,NA,1.100882655588972,NA,NA,NA,66.22928281920511,38.012867507458346,24.74547149650607,55.26910126006619,52.20515103239175,NA,NA,NA,NA,NA,NA,NA,107.42887596167832,94.47335428395296,90.3889529708788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21768609301491,2.9134754367133366,1.2324258648497464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.168348727381162,2.514464194689757,2.8221556818210045,4.024258641080197,0.3477435750059226,0.34764821574515725,NA,NA,NA,NA,NA,NA
Isethionic acid,Isethionic acid,NA,NA,NA,NA,NA,NA,795.3652932411721,1097.273916857832,1191.3983431407764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4578.319328589777,11280.42207685746,7082.56717827025,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35527111098293496,0.20498746478180743,0.5808897997604676,15140.14111230298,15606.86539020495,18727.399644330668,0.05229564621448764,0.05547304037707196,NA,NA,NA,0.40721203761297226,0.6033706704536375,0.30845795519703745
Kynurenine,L-Kynurenine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4183436753600456,1.343336161833805,0.6889884697957435,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41642854032962273,0.35048092816410586,NA,4.320768080848854,3.6263693759810782,4.091866567381663,NA,NA,0.4021231532516786,0.37039087109811664,1.099319041387655,NA,1.0187902079956397,NA
Pidolic acid,5-Oxoproline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.60219988816647,325.99601273140377,228.16117241829593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.844632792084184,71.73735970073541,877.2592159679998,750.8247127300147,56.04624901420273,52.6659490578534,106.01081181378322,NA,NA,NA,193.42420855181507,531.9083119334663,298.6432606073761,721.8272553771246,903.8508011956794,884.3842023731625,NA,NA,NA,NA,NA,NA,5354.76452412749,4121.717703622128,4304.251925581585,NA,NA,NA,NA,NA,414.4040203670232,261.0599660645894,139.63608479967831,1147.1988397047255,1440.2651414506322,656.9707018545249
Leucine,L-Leucine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3117.0240012527465,1880.5051587569624,2610.490798250325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1246.8346878830246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lysine,L-Lysine,573.56024208224,504.5760579616938,434.3696901306832,NA,451.08997748363765,705.693293295531,528.0435329668837,519.3724953050131,606.8019953556112,NA,NA,NA,370.5659988834986,197.82880278613055,302.5700223435586,2811.234141555286,4364.364250561895,3832.355698522578,3229.284572593334,3925.451894967192,NA,1050.8221766796462,1174.7126923516803,1416.0245556293685,288.29869680920876,230.8689279390219,157.24086002074554,2798.8185301085305,3872.294916373157,1455.562334933201,1478.2863622364664,474.05588743306066,866.9769779539454,878.7426896395419,793.2252673356494,744.0338959098225,755.8071112732274,5042.6103132687485,8451.988026275147,6760.261460239355,NA,3242.3171065671613,3217.504313919344,3703.4541834566658,4919.750881108942,3805.7838129067186,NA,NA,NA,2104.0921434935412,1730.8140921167872,1661.91150330994,2312.871593783745,2765.8930577130545,2138.216643036292,1533.4269512288663,1387.4298901694808,10989.458110680953,6017.290505751002,6442.846544490701,928.8530771818992,682.978722434709,397.8982221438369
Malic acid,Malic acid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,728.4216337687825,420.08282940084223,16407.33327671769,16403.26055616472,17462.592332208085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.61591411380928,634.4876862079481,362.20782241523415,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.83774229247916,282.7832709321687,226.4746911441301,132.79136520590333,99.38456259030283,154.4669630158512,45.300879820967346,43.43509998382582,450.0572647586274,186.24650086850176,232.42477973484011,NA,NA,NA
Methionine,L-Methionine,34.07208266018349,27.689594383881815,25.870475095403535,12.862917215299465,12.15430527723982,11.928323425013817,134.03600667104473,165.41712630869597,141.59941193730427,55.74617040745178,28.49877210875819,52.635680295646736,240.4884771055067,159.5841441582403,161.32370205376887,90.19338185405472,90.74582268455129,104.69428331765924,248.1386848300043,267.6826685321701,244.18633660072405,53.10282563104968,73.10788734607019,75.51741714572009,77.65768323197416,70.13135393461233,38.63172469969279,105.76087579264792,177.0925677967604,404.0170615766711,386.2717297333606,19.56029782038583,25.65677752916762,21.865965556679814,29.094173386721337,19.03600822369554,34.745632580868396,2941.616364484167,7096.223708202567,4325.585076569137,55.34614740289324,59.6958072976497,94.8451700396338,113.08775887485076,145.6576599606561,155.18629987507418,4.295513204283717,NA,NA,509.2202741657856,388.33700619269496,475.72369441462627,67.61554256384376,95.25467070187952,90.51526719069778,9.27470852400424,7.252273412816909,1615.6430763549388,1135.893176385246,1207.4810202096933,957.0091927244172,847.8579954886242,490.8685831115168
Methionine sulfoxide,L-Methionine S-oxide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.973776599190419,2.138574013789908,13.268994332017474,116.11060041015548,284.3615962184388,12.488460727216047,195.2580679774612,152.1054969853585,152.98872768197052,53.75773993154277,NA,55.2455882524897,NA,NA,NA,11.073227518589006,14.041937297656691,166.01095138491922,70.69241705070743,5.356338645751655,7.11561611366603,5.174656256194189,NA,NA,NA,21.37449930317724,59.00299850802033,5.945370611410682,123.05769981151396,197.55882972594193,220.9930303193068,NA,NA,NA,NA,NA,NA,162.601397441821,168.50148588617807,14.937663006364122,854.2531915952434,841.4664484907139,587.2405378179056,0.6152015204228181,5.073623254637583,401.8776936755235,143.75828550774304,151.31567221826356,49.84418218950356,69.12448154969508,0.615181115133141
MTA,Methylthioadenosine,1.1830974546179824,2.0383805002835125,1.9853912296369056,3.105091078731692,2.1077829371472485,2.4969069525102308,2.445791042201191,3.1097036273653735,3.0687225249118915,2.602672544170429,2.1453870866733804,3.0259969918748415,5.482775916956216,4.607115502324277,4.308871834176119,81.67450626209035,64.92438952097751,102.55501903484014,12.04551812409396,13.1594629448714,11.8612710246586,101.68294161884108,137.33856695917507,131.8856919699532,4.673931845291982,4.425137276636377,3.139006736070513,605.6263171417254,326.2046266140004,1727.8129555403686,1321.594932427936,72.81720521768115,95.93095613626748,100.99259414095624,6.46780690041053,8.502950179673165,5.223422908009764,210.77517833528955,676.7114271155933,378.3386017873589,696.8662136041348,557.5129036150192,607.5025838300878,12.906775210855605,15.396391341002158,14.728562943058073,41.025244269765714,49.299209650942885,56.7391993503997,164.3600127873056,71.75120537297278,36.22347645622736,22.680231217102417,25.297212317376697,29.977918901393732,14.555419064995512,29.283151622725125,60.70681142976823,34.08309078273505,9.828415690692108,173.6190276398214,150.6393211765916,92.54723832146826
N-acetyltaurine,N-Acetyltaurine,NA,NA,0.4431055381667423,NA,NA,NA,NA,1.0538382805900908,1.0893405612277771,NA,NA,NA,NA,NA,NA,NA,NA,NA,1087.3113902960986,1060.0259363153675,1056.6077264845133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6198157088909335,4.82431312791115,4.600189022210462,NA,NA,NA,NA,NA,NA,NA,NA
N(e)-Acetyl-Lysine,N6-Acetyl-L-lysine,NA,NA,NA,9.526464566085544,NA,9.822700279154589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.044432342538101,NA,NA,NA,NA,NA,NA,NA,NA,NA,54854.81785828168,39582.342483904875,50467.5994642077,5.935083699250537,5.785396667260262,NA,3.5060668804483544,6.0675816157651585,4.18944954317111,NA,77.73746855296775,NA,NA,58.355030022202925,52.56114081890835,NA,NA,NA,5.196379525800416,3.369881733003675,5.473120121965661,55.67265167623415,68.94996858734976,52.629063061570456,2.1142222683463054,0.950564628810438,1.4272707610471138,0.7711539135608537,0.6926213985881291,5.206749235757627,4.886096211089391,1.9863741818286629
"NAD","NAD",NA,NA,NA,170.9568902891006,156.1468307277133,142.34590477663178,241.2282318159061,276.7876805490984,284.2993123468092,32.3040515983983,33.12662500609616,NA,NA,NA,NA,59.10867172329903,400.69268119298306,180.10122575878316,640.8499734944841,748.8249011978551,794.1249114816012,22.804407207431073,58.02731394509063,19.243110671582432,NA,NA,NA,56.87880172552911,42.54580680580723,1776.245007784396,1298.406118630154,65.19675521755278,87.1910684635882,75.95378718380533,489.5281139536422,379.236221454691,438.847580930794,179.4713032180218,533.8563414217326,267.2350505738011,2414.8219264006943,2745.0321121206966,2663.7611096877094,1814.9094102855631,1968.9054361406556,1960.1611184906355,NA,NA,NA,247.5125316207705,266.86603875101156,197.40289915562207,1.4347450118598892,5.0602820927472605,2.3717062037172205,28.140673511936946,15.410929096834172,75.80427411138209,53.58528032620402,54.90791200817819,236.06666262755505,196.168540977003,105.7873271537122
Ornithine,L-Ornithine,809.6171323683214,799.4930246948617,581.7396510080258,NA,NA,NA,NA,NA,NA,109.40357779572186,NA,241.786236153416,48.49278886748466,28.791853533491327,43.72665615168947,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.1000754029709,110.70751443015467,96.96412709339997,221.75535174555492,246.66313623463495,282.08673764828717,239.4925360737553,64.23498956004661,57.63964217714045,52.68124225641865,NA,NA,NA,6592.424599955815,12945.070962740652,9477.358001344735,1090.0629937086403,2065.308427843741,2414.7212859773117,NA,NA,NA,NA,NA,NA,23674.64218325128,17921.667427013395,16327.585921662503,NA,101.47712803466156,NA,5207.3745666003815,4406.947157770383,63582.64332850849,44194.24474438158,43072.888067908534,1087.5986412889326,834.4953574768457,374.27269077976786
Phenylalanine,L-Phenylalanine,28.238611121854746,23.727108605549983,23.84082185849523,28.981789970426767,23.022520404890955,25.040829479002134,90.66380282953972,49.933849656497145,46.1092764544584,129.217504467703,202.42249217068783,238.83038456734812,118.8853200513299,62.51267501538232,91.42270158794072,123.1671391594946,103.2181953962874,104.13392235326408,353.2040926899745,271.61602643653947,370.2047208040784,51.75769379593221,55.285262252246206,57.1883552316164,42.71213209827564,35.24237412585462,23.73825128286942,293.14197477934977,170.39158790569778,252.2079270703797,206.83014400760655,26.062699324565088,50.39478384449815,45.52554139281475,17.722563833932092,15.626384139070508,NA,90.37641686815984,212.37779919375456,118.0110802702742,173.77199227191963,268.32825094145767,207.96189412599432,217.87333704683513,249.64051209001724,268.777149079759,280.2921982221079,316.0233361112128,334.07788315227634,181.04572907118563,170.5358960739875,143.56093255299294,393.23603994577707,419.6372203512045,355.32338934766597,12.392914056827689,11.727750524725572,92.46894259975366,62.63917309001877,89.38880043727175,131.3087661877313,125.12638792454746,70.99704947592923
Proline,L-Proline,286.3374168340815,311.6958945309546,325.8044560731206,272.1382730461568,208.99532889507796,253.800093378537,1956.8619799176647,2156.8287274191925,1917.8313892129984,34.02356881444428,31.627427809925237,58.84848639580575,146.85740440565763,68.57387486909451,150.6658361522965,135.97445166043724,131.68714934085236,151.2075860206489,67995.66788224384,64662.73210889744,65810.30897642464,151.45602119506194,152.657312492784,150.28686182373454,114.4391314613034,78.94176332989132,69.62813472853912,1166.6818404638668,1503.2990489452056,1130.321039186733,944.5673414015464,38.588234577420465,32.107429433458165,34.815075989001286,141.98409221800802,128.63318944196996,136.02742642484216,609.8543163469844,1471.3461851493446,824.4128027752753,374.9033375403295,621.8790935235689,542.8769312448962,1024.5514197742057,1221.2903578137584,1122.8722063370224,2205.808324038625,2394.2318205304023,2604.9797425354463,25578.75999173656,22404.836288604303,18596.557156247556,27.48858288735174,34.00903420036437,33.657433833850824,825.754729941987,806.0205256056422,205.5002532550848,149.3880287640514,175.91488302561785,3796.479032587762,2900.8000466081335,1581.123880652404
