Compound name in figures,Complete compound name,KM1513-125m_A,KM1513-125m_B,KM1513-125m_C,KM1513-15m_A,KM1513-15m_B,KM1513-15m_C,KM1513-45m_A,KM1513-45m_B,KM1513-45m_C,KM1513-75m_A,KM1513-75m_B,KM1513-75m_C,S11C1_A,S12C1_A,S12C1_B,S13C1_A,S13C1_B,S14C1_A,S14C1_B,S14C1_C,S2C3_A,S4C1_A,S4C1_B,S4C1_C,S4C2_A,S4C2_B,S6C1_A,S6C1_B,S6C1_C,S6C2_A,S6C2_B,S7E41D100_1,S7E41D120_1,S7E41D140_1,S7E41D160_1,S7E41D180_1,S7E41D250_1,S7E41D30_1,S7E41D40_1,S7E41D60_1,S7E41D80_1,S8C1_A,S9C1_A,S9C1_B,S9C2_A,S9C2_B,U3_A,U3_B,U4_A,U4_B,U6_A,U6_B,U7_A,U7_B,U8_A,U8_B,U9_A,U9_B
Pidolic acid,5-Oxoproline,0.01492229876571021,0.0145724772792379,0.017501070200065607,0.04065652692627368,0.018142544078448786,0.016676179950209175,0.01675334995921641,0.013617574317850092,0.023780369706432308,0.04411283053277881,0.03582538294427379,0.047556008118267754,0.10154422323865307,0.09916720045008409,0.1294686765764414,0.03829772365423154,0.04947522533813443,0.0668374857075499,0.0942169941626653,0.09217856004093201,0.04436216509990788,0.07734785944395511,0.055897708618700234,0.04144937334395318,0.04509720815256293,0.06700352863161539,0.10629151925184169,0.05647177285784251,0.05924957733127501,0.04812451153685242,0.12772901775184475,0.03293862232606548,0.027798771622089977,0.03256562392002658,0.027955581488727965,0.05354983566835186,0.037401577220175244,0.20857668929405157,0.18274830206152465,0.05462151415446205,0.034803886025597565,0.12506424480595002,0.13212083549105294,0.16798680447508635,0.1265122372874808,0.05608502006272753,0.04382281168580143,0.13004594439385664,0.03056883600148294,0.051418791186777196,0.1031181173894892,0.1966485039838293,0.17481258005722408,0.06746271230471587,0.07975364282569034,0.19376218632191763,0.11029116957446755,0.10544267008600977
Leucine,L-Leucine,0.8946280772609835,0.9248707981802782,0.8704272036438679,4.431721381193752,4.957140228772688,5.777678595065527,3.680206763180487,3.0244970842454335,1.9763550970335981,2.2193856435959285,1.5833721174451982,1.8299753684343936,1.5707899931839968,2.4270526674415,2.3612204191801816,2.1614367393063594,2.5778249935785116,3.479139231323405,2.6643485042174087,3.138163175769568,2.600374034559717,2.49894699171346,1.1264892319654163,2.233182391968841,1.6788515391759122,2.547698859209488,1.6939473647485843,1.8251995217198198,2.2648103024335895,1.564940550803881,1.54424273796016,0.48956258063968744,0.484139212359261,0.28313798719476047,0.6304934248456994,0.4151879546638682,0.09951116042045201,5.201967212471388,3.7457023079757343,2.156142500752181,0.5157633162803916,1.4962908355635245,1.857801406943,1.522496901964621,2.2123454428775635,1.8677790277489457,2.4692909362858195,4.65790375795527,2.3613281479356423,1.8480768343381582,2.815566772533951,3.3465059024010904,1.9304437956349654,3.167862013326157,3.0428381129641227,2.71248260419537,3.4725903703326955,2.1293094622616846
Lysine,L-Lysine,0.04446399044943144,0.047608536378237094,0.059038269275040106,0.10874257469072379,0.10799186394630776,0.10233994087373798,0.06848966305877582,0.08103381295074977,0.07554718744514823,0.044398085361059866,0.07391901593268994,0.09632650527565689,0.1942958114462306,0.23624090317125018,0.23211445063483016,0.10728539192523559,0.11874731900851687,0.1589846763984939,0.2167225516285874,0.16713441551744238,0.09265070056911912,0.12473767452198298,0.08113971074702739,0.08226875675539758,0.07850037092281323,0.16322543623575875,0.14708635777098367,0.15341473321884733,0.14425592978917584,0.14210780586051308,0.13228274450416874,0.052191610328421435,NA,NA,0.18603168770529366,0.03551520985423233,0.022464500040582275,1.3903219636384596,0.949663625885007,0.3112072781713091,0.08366302654906255,0.29637114361377603,0.2352192733776451,0.21879916410715922,0.32062239814412197,0.1786371762289404,0.1686081879005013,0.18555001164828858,0.188892933928127,0.13838499175311922,0.3867839856104808,0.3162824062137501,0.3423224272150137,0.18820246910361507,0.29713925164977134,0.34592918823744406,0.21850633491070134,0.12214884567778755
Malic acid,Malic acid,0.013187098717398446,0.008947955722681597,0.009749651931250087,0.02881100731533431,0.04311434240784666,0.03505568108804135,0.02760868965663544,0.021622624630680654,0.02228130355306574,0.012968071045143382,0.014555509462907885,0.01638542360974885,0.09913487471472981,0.08468182939970287,0.14326935666141488,0.0701482501342909,0.10447516634516027,0.07929658553043359,0.07368389092277464,0.07105127938513277,0.05140879696101861,0.05444054539973403,0.061680153105618724,0.06115129157726057,0.10403729857803656,0.0727579459021288,0.08711363840632783,0.06916525105563637,0.08439925359835151,0.07938898025055308,0.09816676926230253,0.034765758892323695,0.08534957425429934,0.02339503810737944,0.026973354411117385,0.032710419269084225,0.025007619098876364,0.4037406604479684,0.15138848432241445,0.08269370221144522,0.042148888123657725,0.14261062679994008,0.0907099606778022,0.14191831351347017,0.248023487176837,0.15620052364810497,0.11375234041204774,0.19410712610699704,0.04851549233107236,0.0730435550167143,0.13300581395337147,0.12328916793702178,0.1173756316918518,0.11568673298060919,0.11600817106218038,0.1680306147905555,0.12239867181290193,0.08579064001219641
Methionine,L-Methionine,0.006256595145155268,0.0014286022960857227,0.01626865230518403,0.021052896333005052,0.03156592217701394,0.02333061129788522,0.008502404953978377,0.011644560519614574,0.008377932298271346,0.00915237742705743,0.007806542702626628,0.016947384407651925,0.0031093012196411044,0.07887469660807395,0.048546495847426166,0.0163556469473038,0.022694344271063788,0.029006040911946272,0.05371919846211391,0.0684366755976358,0.0016268571919375696,0.005113913683981577,0,0.014314146913479438,0.0066928830087883626,0.00993645075354814,0.005847091360194545,0.010408912975933323,0.022173098413651893,0.023346896118162676,4.36079861564376e-5,0.007625923598110419,0.013001493458047811,0.007658815042915505,0.02158337404394966,0.018459665583295093,0.0030031885666029837,0.7373171918435822,0.3263630584043541,0.13337641429347102,0.01750894988938667,0.059113237019694315,0.031501231685120576,0.010547565256163332,0.10058704067158636,0.06403343126621892,0.03958101436281724,0.042915233076805906,0.013423307897333977,0.006566957070064803,0.06492119679568187,0.09495936432933985,0.0742314057324574,0.030005741490728304,0.03048066862024846,0.07667398231019668,0.061422467269559,0.0184759954910014
Methionine sulfoxide,L-Methionine S-oxide,0.001231168401647008,4.908303223198086e-4,7.603622107534781e-4,0.0023701916331802116,0.0023660202856351626,0.0016432462500190234,0.0012946143298131463,0.0021959766655063532,0.002146680626133419,0.002263352366044798,4.712185689208589e-4,7.663381809224981e-4,0.04029095157765865,0.0032134405285807427,0.0039051896916334743,0.003453780394449733,0.0030805975398359993,0.0017260982229991848,0.0035666198837800006,0.005277388761449826,0.010238405896442027,0.005031562955241718,0.009266114334157275,0.002895445476107747,0.015821613968078248,0.015094456240629061,0.009565926757752577,0.011740855433468044,0.008551138792520365,0.00952181795455027,0.01889377845702259,NA,NA,NA,0.0024407878775866724,NA,NA,0.037100573438799,0.015336955911384472,0.02003522565898323,NA,0.0271546244706108,0.009277663430120243,0.025037998733402032,0.016967048450278844,0.01030398551807245,0.011450834351112077,0.018586944016835066,0.01816607571152321,0.01587999245261862,0.018603937015890793,0.033676196562178753,0.02713229913287285,0.020187403827294212,0.02693207469417251,0.02082985280437411,0.008226278768454713,0.0064485559229712185
MTA,Methylthioadenosine,1.3694649657386033e-4,1.8646575177169716e-4,1.5589142066582638e-4,0.0011348446648470605,0.001151040056263836,8.680618494156688e-4,3.767074547834355e-4,4.725522698008323e-4,3.4510806922707053e-4,2.9473255944260994e-4,4.885757784606226e-4,8.603225770380684e-4,3.5066239094191075e-4,0.0014290716406061392,9.858328305577368e-4,4.052334903289089e-4,0.0010105221859480653,6.759548520135739e-4,7.191467846012476e-4,7.440017111521788e-4,1.1124071697233214e-4,0.0016289967243750731,1.2811424303617455e-4,5.806692768843806e-4,3.899816910929309e-4,0.0011791082818705168,0.00103175598720588,5.848136163287967e-4,7.29726011665335e-4,0.0010441947852633058,2.94012575887413e-4,7.567229168267576e-5,8.543273228131892e-5,8.390080514002299e-5,7.630903048504285e-5,8.893551762041779e-5,4.4190539195572863e-5,0.0016351264744006529,6.23853865695169e-4,2.2578382530376076e-4,9.213653785816807e-5,4.268472193095491e-4,6.348540714654226e-4,3.7569864066660987e-4,9.81435568571499e-4,5.786047853173819e-4,0.00139642629905671,0.0017918669321773273,9.284406396063532e-4,6.599591056150819e-4,0.0014043688084934354,9.590824075887324e-4,0.0015885436217112309,6.450642790848606e-4,9.478727541205008e-4,0.0012949378228114111,0.0012944054922776134,7.173120251122439e-4
N-acetyltaurine,N-Acetyltaurine,5.5287688066150234e-5,3.3501510211043455e-5,8.264173317398756e-5,3.352680769414432e-4,3.948572581155667e-4,4.417699897169023e-4,2.5869889247577472e-5,2.212999688781309e-5,3.624551006820427e-5,2.0375803633131504e-5,3.7210975417297475e-5,1.1688061428267858e-4,6.047370542171926e-4,1.2639028759331794e-4,3.3520912875230336e-4,0.0028763522113522573,0.0020648865307643384,4.491398597537866e-5,1.588795377692624e-4,3.4968200421584575e-4,5.914209774029352e-4,NA,NA,3.497147223033911e-4,3.6667310004090197e-4,NA,2.92419914563702e-4,3.1727721204773113e-4,2.250315691700808e-4,NA,0.00018323797171233592,NA,NA,NA,NA,NA,NA,0.00688856522543482,0.003166481625679303,NA,NA,9.96402501648003e-4,2.8244961452977726e-4,4.1933862526795514e-4,0.0013345987569483712,6.683938153242156e-4,8.578149009984478e-4,0.0015294684853961707,2.4003419485575398e-4,4.0840718999547265e-4,2.742688730746301e-4,0.0015203955502503966,0.0019024136806681984,0.0010495949237499605,4.510462981377098e-4,7.715238135940509e-4,5.480575093874043e-4,1.9113471484073742e-4
N(e)-Acetyl-Lysine,N6-Acetyl-L-lysine,0.0036332707228719945,0.002705911366765302,NA,0.6667726100061754,0.8170030572857648,0.7733449789745134,0.031239677095850894,0.027566172757129526,0.028091824315386746,0.013586025968317716,0.0176566122901303,0.022855227640827817,0.0030012673448664355,0.0016484500816908113,0.001446598928788965,0.0018401663042648029,0.001697606006766696,0.00494872089689931,0.003873226213391521,0.006721074010931028,0.0076921886870973295,0.004796303189914148,0.0010136069860677836,0.0029266624184160154,0.00339842682571516,0.0027854270475238096,0.003129044557508178,0.002700183144402629,0.0030390771026263734,0.004217033553762382,0.004752120773966955,0.019149512246632618,0.014548070216140704,0.009445642131595473,0.007220884044250774,0.007717779424488615,0.005291072014004207,0.002432537188355317,0.012711695935503519,0.0043259242427865245,0.0023912038617613244,0.0022512066022044885,0.004002171025077783,0.002617775865302152,0.0037880131069410444,0.0034239881536349383,0.008036184622941717,0.012673831902846586,0.009866509218007536,0.007131883830061492,0.011148655192144644,0.00868534826763422,0.007787784061763084,0.00916941644405619,0.0071643388039411265,0.0072775255673915955,0.007950587163737678,0.004339813186966223
NAD,NAD,3.771970065477568e-4,NA,6.432559290123488e-4,0.002074575630390459,0.00260672607428521,0.0016184647093980846,0.002852929536289731,0.004219962768732526,0.003126157933291975,0.0010118058474526785,0.0012193851511375002,0.0011837248398537004,0.013171327911964948,NA,0.002388445349515293,0.01566399226010587,0.005066630010292238,0.0013536941435426013,8.861260536080659e-4,0.004970680807154754,0.007634245099111925,NA,NA,0.007234137508768432,0.0036200540236157744,8.124196046751858e-4,0.009622962573713935,0.01588344439135709,0.012295468186036319,0.0024444345160157415,0.0011351923468742398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002588240768987458,0.0045648322820865325,0.005087281178722198,0.010877176055494236,0.017231470463944593,0.0075276776168091645,0.004036000195134827,0.002967270338009743,8.583003337640099e-4,0.005770457058150207,0.0027826992888579276,0.008730393032354351,0.010505474024611825,0.006995202518842525,7.716889907567801e-4,0.02065857523400738,0.004065502163422091
Ornithine,L-Ornithine,0.011561963266826838,0.002464555826532955,0.008242242090530871,0.03930007989922125,0.04002649988084841,0.014569311858151772,0.019816141902585915,0.03405737971753079,0.01880815090848416,0.016558221499784496,0.01124764888290332,0.008351090108471923,0.04455818367283218,0.03430742768368085,0.013349381018208014,0.023979537906324056,0.036916039306786025,0.04122410148723629,0.008295495573981473,NA,0.0172419670978535,0.11268650752359277,0.012091902771026307,0.003281376127556592,0.007985780554418457,0.06428363830211552,0.07656061430561582,0.023182973668888197,0.016995846331111213,0.07250154710333913,0.00880763499283848,NA,NA,NA,NA,NA,NA,0.040142530548915624,0.025408221382577024,0.01053302324014135,0.008283597498442282,0.021800987710383513,0.1453482968330377,0.02726035179007042,0.02656381477789214,0.013605264617704126,0.023451611766257388,0.040154896414144846,0.05845158158095834,0.018019023193719546,0.1308579878822562,0.05780370832574999,0.020015333139260065,0.02328179421225136,0.08796076161433769,0.03135576980557396,0.026530704767467425,NA
Phenylalanine,L-Phenylalanine,0.0258912728316464,0.0214666566665589,0.03402578995179488,0.0656529994089279,0.061668797323866306,0.05497370865298395,0.028094136432849755,0.02880866590448372,0.032645796390235064,0.024651482147662235,0.026801783973611513,0.040106661322608615,0.05697840413614821,0.10289298363010235,0.07335506658943075,0.03431349331975864,0.031741943979961496,0.05670005480324942,0.09114259576279629,0.07772099302636817,0.026883433744686568,0.018871559049636395,0.02064671663263205,0.02932203484072573,0.029584826229746775,0.035816035287328754,0.030428275248164112,0.03734878898910442,0.03438722991160698,0.041407785964514936,0.03867596804513205,0.02112766801610904,0.03019044901528741,0.02115578488748712,0.07495760741661879,0.03305038128031769,0.01068791592415503,1.0346075236988537,0.6643899090192094,0.30955557051614296,0.04724058031520718,0.10307407226709234,0.06275129110459751,0.05847338645349935,0.09467525865870298,0.05932629956181148,0.06058419753285388,0.06244969022253051,0.04921912137616004,0.04007988066635914,0.14524473506850594,0.15845088724185444,0.19015744711611698,0.061645688406279125,0.07239109717300413,0.1353667892304536,0.08152912171985416,0.04040976092913261
Proline,L-Proline,0.10689560922189713,0.1133815272665921,0.20511488747372103,0.25542778757609763,0.29129196171986255,0.22365763550607987,0.08673585021866032,0.14928087917025143,0.09685243531176144,0.06274355686485661,0.07939808304237148,0.20659904019099048,0.5432144309794704,0.20018439873825128,0.32862182749160984,0.19075338437381156,0.16227760941227076,0.3367063038040604,0.40438997472846067,0.5171505708607682,0.09051025963739326,0.10466345586395974,0.08587298444845559,0.12907778384209917,0.15226790290705766,0.11305352131326023,0.13390556233271655,0.22287789657488627,0.23908565515912877,0.1322099479060505,0.21611717179016174,0.09663898057181003,0.1327174315061184,0.08640524880250638,0.19962435217932706,0.11454349049203508,0.04553575459370438,2.3113005724158824,1.759045310385717,0.5723879436275388,0.09696700454429602,0.5728120578982161,0.4333510381188068,0.48841223628265706,0.9694530925293154,0.5013587558858825,0.27481917270843503,0.3291931769730816,0.23033158974451745,0.2508928027924441,0.4502133684109324,0.7042776864665488,0.9397611627091502,0.6149260793890672,0.5975247196541127,0.47813822478509926,0.46484239875547184,0.2334531268673474
O-Propionylcarnitine,O-Propionylcarnitine,9.974300648729962e-4,0.0010546029596993963,0.0015505012899524285,0.0010828011197658684,9.222055352304017e-4,8.120358927776402e-4,9.222368524301633e-4,9.331151274403906e-4,9.090553285170121e-4,9.737187521566452e-4,9.964897022986003e-4,0.0010224896387225778,0.0018106986132047152,0.0013605066344518101,0.0010777231846562465,9.186821361533897e-4,9.423319572798023e-4,4.6606216785437433e-4,0.00126720567377979,9.998524780739028e-4,0.0012188347300781204,5.996942048889346e-4,4.297740030951963e-4,5.408385940503118e-4,6.484592973934596e-4,5.082538258310475e-4,6.077680316147012e-4,0.0010739534067150474,0.0010631140481084922,6.85682765494252e-4,0.00115321483791589,NA,NA,NA,NA,NA,NA,0.010587088985474993,0.009844929099405727,0.0013321716850707055,NA,0.0028846105708981496,0.0014819834654313973,0.0015869681363973333,0.002211083172837908,0.0016308302507353678,0.001352399126034329,0.0019989684578021706,8.740257728241903e-4,9.394518191243341e-4,0.001361780776589759,0.0032082686267359667,0.00353745679146126,0.0017003417010947536,0.001451559802172952,0.0022572940250364356,0.0024254280048642274,8.926210194433678e-4
Sarcosine,Sarcosine,0.0037991965778232085,0.0039684884304486915,0.004693645641726657,0.011704957080609042,0.009256397336079197,0.007995804027945648,0.004786168032449425,0.004888626686890259,0.0027310977981714986,0.013499009002975723,0.00786294641172415,0.006807380608131556,0.02662656453695996,0.01710042387124344,0.009104719543825713,0.02138924939380506,0.030118460297287392,0.032300591546718195,0.09655933435181852,0.03619564014990266,0.026961990764946077,0.01704741372281546,0.019139283067051056,0.01764350012549783,0.025633793173362035,0.03722925051483836,0.01567516322258016,0.02694839019947651,0.030556232962245147,0.0366523211975653,0.06750855699905631,0.021638789223041327,0.011596468775714,0.008492318007662612,0.009541715823218016,NA,NA,0.5655007384138486,0.4271949479022334,0.08574579749670896,0.01989534819647175,0.16573619577058496,0.047677018814323666,0.036626320949272914,0.03769345369200776,0.02323179717924102,0.022919042122654408,0.03857326004398852,0.038053303113947244,0.022490587835782457,0.012192074104322725,0.13149424218573885,0.21621043910825977,0.030171973530342407,0.045693653111044896,0.012898013735381731,0.019718411182707625,0.008667589337038723
Serine,L-Serine,0.027830655957125312,0.019237644053137243,0.03790846457635374,0.067259431706809,0.0751341140590505,0.06014312829645164,0.03781949859133113,0.061878618453896334,0.04757387454805865,0.03133564576217042,0.04410999918531047,0.06972666167815977,0.1286431600286197,0.07819918144079674,0.14710274087735126,0.05741250830079617,0.04402427743788735,0.0699920205203329,0.07726110926710626,0.06257969330687771,0.06671710487632979,0.10890264266551279,0.027069280759933655,0.004284351809093628,0.036803861643579884,0.05850978466236258,0.13505405214348123,0.15736142090446306,0.050421024045896136,0.09000119287878952,0.06223732447175871,0.10397045853705777,0.049019270108031386,0.030075167287904322,0.034258699316573035,0.08638488724922992,0.030943391992029803,1.5071444607298714,1.0342414339211057,0.1681869304762559,0.07745008553829201,0.19016494477938406,0.1350035149516968,0.1631749324350738,0.1977651833525541,0.07816751717777831,0.11804900695637341,0.10839391729597354,0.10048117137124496,0.0818879297386034,0.14017505896629798,0.19142872846115105,0.10853140522224086,0.10187076226554981,0.13667015045096712,0.1538175920045813,0.10565740062840367,0.06959219490417011
Proline betaine,Proline betaine,0.0037290806463785024,0.002895903124029438,0.0027573695740242543,0.025705683475159075,0.026762780766422408,0.024768907214766944,0.010138992813388458,0.010818695652879117,0.009529924476690084,0.005883107320055444,0.006190112574061185,0.00799223465850509,0.01654806932891492,0.012895126426119265,0.013703015892807424,0.022040074016320778,0.020503272356233407,0.0198458029066461,0.01936631036419011,0.021601052803051767,0.018421289857513654,0.019129096207864238,0.013308617516640772,0.02051270219188396,0.01701352032370705,0.01977318325571826,0.01440526010133919,0.01522068968098474,0.016230842383490467,0.015731785160593398,0.017756716734180153,0.007547366402021577,0.011289528879910013,0.007274178210349225,0.007335677748161828,0.012342284270567305,0.0027609561602060196,0.06257969847782124,0.06961152440427724,0.042535532754296695,0.011371566547603629,0.01686229103969419,0.01605908560469637,0.0176318839823164,0.022601008863190056,0.01942714268446881,0.01318128794561595,0.01810051715849794,0.011028756437122637,0.011837202572330946,0.01989114121984423,0.019683292103565456,0.014758274137742423,0.01911904367309084,0.01784091756532672,0.01603858972433012,0.019173437033281098,0.011868509020927998
Sucrose,Sucrose,0.08634772107937058,0.04944594980657382,0.05623405859832029,0.26011529399036715,0.2859504592379466,0.21025509675312823,0.24156585560860414,0.2920152474396498,0.2628672020268562,0.2598350680989805,0.2459427155248434,0.2539311405838558,0.04072651744860356,0.0907287774448237,0.08327494721386641,0.12752328052619005,0.13725704812910164,0.11118196780456274,0.09588791752904363,0.12315594241264426,0.1499594268260387,0.17606887025346546,0.11692164351237605,0.1316041450787695,0.08807829811074153,0.1356433726434917,0.11988528278011193,0.06506050860416106,0.07614583910172532,0.30615257749941793,0.26150356447221557,0.016028138174792594,0.49288320710656186,0.005301287077513693,NA,0.023439115319636158,NA,0.014730874807840025,0.009823686569878554,0.0017076192818829357,0.014238379378958773,0.009626737771608003,0.03638446078810548,0.02265085044744574,0.02326465827202077,0.021521554564607,0.08446125304412129,0.1899795647619849,0.17462770145501058,0.14021445039110336,0.5059714010806383,0.38182667765310396,0.2170933683952681,0.32433169433286885,0.42380752606269223,0.39909609921909983,0.8002489247281362,0.26266046934833104
Sulfolactic acid,Sulfolactic Acid,0.002354934849594129,0.0024662556277813682,0.001979942374050028,0.012762131424668005,0.013828792097453666,0.015145276337864506,0.007900759800613123,0.009121037648846442,0.008616927957671496,0.004639933093195934,0.010219919805603255,0.015641372775978286,0.028643081686076606,0.01925197066696859,0.024816213948335372,0.008537115952705034,0.009596689690692484,0.012495714179169814,0.013618024876751237,0.013980795236061397,0.009095287654851366,0.008389684614119625,0.006687727680062464,0.007841580282204748,0.009064578483945887,0.010545986190354822,0.022797394866820198,0.018467168951352544,0.02367498609073903,0.013778194249093831,0.011926513075411767,0,0,0,0,0,0,0.048798199106657544,0.030171348878510328,0.008479302866003926,0.008320559748870356,0.03047804250535364,0.017524895912505147,0.024321684687349722,0.03815447913867759,0.022024821077656798,0.01707534327880496,0.024968699869889654,0.010694164927617185,0.011931051895301909,0.02239948104860582,0.02192496663353282,0.02034831817686228,0.032718880694991084,0.018194067386989168,0.021731903939420233,0.02211236374867233,0.013610496395001115
Sulfurol,5-(2-Hydroxyethyl)-4-methylthiazole,4.63178535358416e-5,3.395192548396921e-5,3.1095092577778925e-5,1.5594972589035825e-5,6.552298078241224e-6,6.824006001963514e-6,8.713781821790866e-5,7.255159390809694e-5,6.884073082668073e-5,2.9703688924597535e-5,3.1008670096399625e-5,6.731875260522751e-5,NA,2.664708450075065e-6,NA,NA,NA,NA,7.979965715242509e-7,3.594524480604801e-6,NA,NA,4.4706922046783956e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0863034848402796e-5,NA,NA,3.0173507879772053e-7,3.8476796135748256e-7,4.5513112444348906e-7,7.097298522185987e-7,NA,2.3061999776800968e-5,4.619059157844116e-6,NA,4.008862370931503e-6,9.47785281591097e-6,5.805113208735139e-6,NA,NA
Taurine,Taurine,0.3102310464216606,0.3089196417745266,0.5154645947281021,0.39216438478344573,0.4115308335098496,0.34167312501354313,0.32308202287822474,0.36294636373006933,0.31585637005691614,0.21393190319786376,0.2972573709700894,0.4802299632994495,0.7353102533621674,0.6711389364056461,0.5955839372397839,0.2735212141146587,0.34409654562921055,0.2898412594357003,1.0041498023092321,0.39452959707503316,0.28652247550255106,0.3789757018087847,0.20809560121420584,0.33147038825365444,0.26962872228951607,0.34590453156253054,0.3394683553559699,0.40990722862559126,0.4609266844014649,0.4578726354196827,0.5275719214425583,0.24556630753270656,1.1470415658218487,0.3811986679951873,0.5943661678281618,0.8025635939699257,0.15099733065356108,16.095271449052735,15.732077635401684,2.3930217299192083,0.5817103490747042,1.6328696535782856,0.8583344534074928,0.735181208519995,1.5664108353344737,0.8969356476317611,0.7669975419832203,1.084885948711284,0.5964339234032839,0.4805321936824787,1.354235862777939,2.5807753797784336,2.7820968504079397,0.9287215054256326,1.147212097722912,1.1716562332777456,0.751259808073428,0.38363760702283173
Threonine,L-Threonine,0.02134294145491513,0.010670757765349988,0.012280713863540044,0.05535509198859868,0.05626478802123622,0.028321057132524738,0.024351374668613025,0.029970897138485487,0.026101327928328033,0.021498524097568344,0.015491653541772997,0.021857802204688533,0.023879124181236347,0.10500970383369784,0.11772870524114772,0.01431976148523636,0.023406427980055766,NA,0.0244444040156295,0.026388215856951797,NA,NA,NA,NA,NA,0.02823999108800517,0.030608513407627398,0.018347926551210012,0.028786522954238725,0.04007219829788779,0.04650489506719301,NA,NA,NA,NA,NA,NA,0.3283938046536768,0.18469346248244814,NA,NA,NA,0.01808829470550765,0.022743069418334292,NA,0.04011240611229046,0.029507674850895595,0.14711480056658788,NA,0.02056786324574946,0.10674123658395038,0.11241422430741825,0.10684325636294091,0.033087605847819564,0.02375211229150788,0.11689295675005418,0.05152928778025212,0.017862384635108402
Thymidine,Thymidine,NA,NA,NA,0.008315191089603411,0.010826395133193202,0.0074727259903570025,0.0066922000437028735,0.007471400545260751,0.0027264758237190226,NA,NA,0.006844015195176499,0.013825216898649677,0.16327813819015485,0.029258920755703424,0.02300667622350628,NA,0.15876987062069595,0.05956854055382988,0.02984752469732539,0.002805964967864553,NA,0.0013459478555366315,0.003714138591018973,0.0032798866813603003,NA,0.0030443546976142307,0.008195139103522136,0.005459718423683673,NA,0.006667904016005711,NA,NA,NA,NA,NA,NA,0.01740347901711501,0.03243269715224921,NA,NA,0.01345937293727515,NA,0.010120494814454692,0.018061854969439448,0.011218198861158234,0.005319681079537249,0.007720509068242299,NA,0.0034938965423538266,NA,0.020975919124598556,0.017722670114239693,0.007620130505105757,NA,0.02010812559577097,0.007851640230929689,0.006547312221035798
Trehalose,Trehalose,0.004964466672878708,0.0029155501633047255,0.0026645904063641434,0.06987036676373966,0.07555905276105165,0.05529264088143405,0.012015337612447443,0.014443487402777584,0.012471999257288795,0.008856178900303012,0.008572923330541549,0.009813725511436815,0.019271326368849317,0.010372908304463375,0.011136837537712876,0.015687754976397312,0.020609774226172155,0.014843307457311354,0.013427289988637698,0.01794025019774056,0.017790536155429446,0.016426705139034922,0.011877316463496448,0.014133088728940944,0.033251534550068906,0.06623567161435343,0.009715351365286921,0.0066991051967586895,0.007171537978948641,0.053823959561748846,0.03541418991219054,0,NA,NA,NA,0,NA,0.006576438816290035,NA,0,7.770635743397433e-4,0.008547791393243609,0.013294530697306914,0.011119916799305185,0.029187857752451456,0.015974138031393435,0.004455486630955256,0.010721046617554832,NA,0.005440362379500433,0.04540865518633645,0.03254441167649679,0.027534903161783676,0.015553687649194412,0.025405501191373678,0.024870191592654113,0.017950960006013855,0.008256455465874715
Trigonelline,Trigonelline,0.013652060963707937,0.013624931358571292,0.0290569380794075,0.015054598256713257,0.01607849035262395,0.016379383417349725,0.01909442872435376,0.0188258694541307,0.012543903166475133,0.020429255961378873,0.011715364765934676,0.01776733600250727,0.09973134817076063,0.17324812239515697,0.13981717943132693,0.08542364282801569,0.09745502401439043,0.05701038995856235,0.08679283031892095,0.07107398746000283,0.053747026076672415,0.07943897964872483,0.034925842255237025,0.074256631712455,0.060562166689340356,0.07419743468891823,0.07141862243455244,0.11017577401196502,0.1189299461337615,0.06722861874850093,0.07839956111349702,0.039845401521383286,0.052944866949206006,0.04595959963902721,0.10029625217977646,0.06159846308324698,0.013231716435509522,1.455298778238085,1.0623210229092386,0.3573959013451033,0.06660812063008048,0.20778595292378443,0.15225934061887286,0.13158562007600533,0.1950546411191898,0.13120700094428212,0.1545483531704757,0.27921086047615673,0.0880879948904245,0.07933061530301366,0.1368473746784462,0.2094980631002271,0.2210337306718247,0.1666502512508822,0.13804263123247423,0.19348263466708177,0.17397224366894118,0.08255641374157045
TMAP,beta-Alaninebetaine,0.031933998531020656,0.025193507051844654,0.03933409054323082,0.12363494072499057,0.14163839880001527,0.13234854410138366,0.05677122039526864,0.05635035546934894,0.05583237081880301,0.033315063334946146,0.04306223817267992,0.05929877662976269,0.18888001865264326,0.5652864661828003,0.40543445275663803,0.19726186870684237,0.24878809505696595,0.301807006732069,0.2896111247317604,0.3993799971518581,0.1547173764486592,0.23332451572362836,0.11573604111368099,0.24056479223577326,0.26580332129161854,0.35534038251382993,0.292015143612202,0.3491670492647594,0.37264853517859403,0.19040558790963952,0.18413866914111668,0.13197047070508072,0.2776504475188365,0.23643630025287307,0.23813525612517933,0.30217239901842696,0.13271326348756393,2.119262671848037,1.8655789849811533,0.8510809497462788,0.31099270921670913,0.2287294596575486,0.24187188971990176,0.2001124225441687,0.20876392569343816,0.237976814244049,0.37620156448869435,0.6316793250430638,0.3371584008778481,0.2807750554925259,0.3899125460283271,0.44950210202718394,0.4577759282122047,0.3745428329188753,0.4450554645336454,0.42679752224788625,0.4908402856612943,0.2287380763185845
