MassFeature_Column,KM1513-125m_A,KM1513-125m_B,KM1513-125m_C,KM1513-15m_A,KM1513-15m_B,KM1513-15m_C,KM1513-45m_A,KM1513-45m_B,KM1513-45m_C,KM1513-75m_A,KM1513-75m_B,KM1513-75m_C,S11C1_A,S12C1_A,S12C1_B,S13C1_A,S13C1_B,S14C1_A,S14C1_B,S14C1_C,S2C1_B,S2C1_C,S2C3_A,S4C1_A,S4C1_B,S4C1_C,S4C2_A,S4C2_B,S6C1_A,S6C1_B,S6C1_C,S6C2_A,S6C2_B,S7E41D100_1,S7E41D120_1,S7E41D140_1,S7E41D160_1,S7E41D180_1,S7E41D250_1,S7E41D30_1,S7E41D40_1,S7E41D60_1,S7E41D80_1,S8C1_A,S9C1_A,S9C1_B,S9C2_A,S9C2_B,U3_A,U3_B,U4_A,U4_B,U6_A,U6_B,U7_A,U7_B,U8_A,U8_B,U9_A,U9_B
Adenosyl Homocysteine_X_HILICPos,87971,0,0,579478,692871,142058,252745,226249,147315,258450,26154,92863,177389,224748,11414,87402,174473,0,0,14974,0,73033,45044,22069,0,58974,82948,165383,142629,294953,182654,215101,0,8355,0,0,0,0,0,968732,887023,0,0,294570,293960,115288,704637,572060,478958,860697,350969,195658,245448,140862,67382,165640,113425,107755,30389,0
Adenosyl Homocysteine_X_RP,11631,9429,12794,84888,109272,98459,34646,38279,9422,28359,43335,43184,14991,91496,17010,11126,54213,0,0,5621,20364,22547,14069,8615,0,3053,19325,41039,35324,21062,27919,62683,3989,0,0,0,3885,5352,0,543162,404529,15410,0,24797,82649,29850,55095,44029,77407,108016,100174,70516,48596,31055,32234,11923,20092,38334,15217,3083
Adenosyl Methionine_X_HILICPos,963718,257844,534934,4009195,4642524,2541878,1542081,1993993,1609556,1007307,1140784,1798626,777942,2153428,700031,702057,519905,637275,334766,242503,738271,371982,323741,203765,175083,282738,380588,1185951,857704,1528329,1189468,5043717,316796,426455,0,0,0,564435,10031,23342406,9493543,67780,10997,987127,4768947,447262,1450411,906146,3324321,8000823,5972700,1523360,10883617,2170923,863416,1727719,2905035,1724450,2377288,628312
Agmatine_X_RP,956713,491402,462921,1493456,1490818,1141316,940690,746003,916576,1200604,1009474,1470458,59028,47471,292471,42563,104684,24028,208807,214483,312195,150947,90504,99451,131298,180534,136325,141147,282077,40337,306455,163708,262596,0,0,15687,0,33529,9026,37855,0,12235,35103,49875,27379,41579,13563,91992,137392,450788,31461,137748,168143,274987,342595,186744,67280,283664,117198,129935
Alanine_X_HILICPos,11063894,4525609,6227192,20613254,17935444,9917414,12457721,14872409,12569655,13897377,11200963,17302158,1201462,3602690,1307500,422974,2388433,2952956,2341227,1326003,4269798,2657849,842693,2470118,0,0,0,2272624,1190501,827433,566969,2179364,1245253,3893342,1526612,804568,1582758,5133890,1019733,82810376,68396056,2639043,1175602,1778968,2304459,2051295,1238187,862932,1355816,2403715,2995904,1150064,2163248,3009244,3722263,643211,3900969,1517737,1283768,681341
Allopurinol_X_RP,1120026,1004907,1081693,1641451,1458616,1482305,837340,934264,1046668,1368431,988739,1380217,792395,1741693,2044731,367851,645699,278249,1498491,164767,310978,405748,194463,299846,257670,132961,254902,687920,284984,366369,209443,534712,779300,121052,155941,191438,701501,382378,81370,1860482,1420639,1771113,395205,583156,912825,1047767,710401,403040,464904,1254080,176940,224452,2719045,3160585,2406587,293926,589531,3793910,566312,286683
Amino Propanesulfonic Acid_X_HILICNeg,14848076,8351444,15788375,7682454,8496466,4639494,6960326,7403876,7438928,6423442,4878261,8255540,2995627,637404,2343634,1830159,301135,141096,1742999,2593606,431511,2466410,2060412,1736419,1989487,3345704,2272356,966285,1151496,2086717,2298567,881043,2907169,0,235365,0,572283,992800,45817,26731732,13189528,863545,0,8567756,2874038,3104921,5693504,3641901,3370973,7943129,253967,1681705,2633821,6690862,6465278,3473123,736037,2156353,2501000,763775
Argininosuccinic Acid_X_HILICPos,30553,18986,0,373254,495909,390518,101054,281434,260718,180727,89629,165248,0,28571,0,10744,15365,31658,0,0,0,0,10029,0,0,0,0,10117,10057,32379,0,15669,0,0,0,0,0,0,0,255560,161472,0,0,11894,52741,15279,0,0,0,32651,41766,0,141714,45506,14728,12154,161388,67856,191266,0
Asparagine_X_HILICPos,4632103,2687341,3445199,8225586,9664658,6039599,4001693,4820312,4359025,4274084,4143423,6120584,1597443,3446983,2293349,1388181,2148204,2482969,2039441,1392256,3119328,2756818,1225517,1733998,884965,1250282,623663,2038702,2887324,3054614,1531421,2959659,1145966,1160610,724451,43500,175759,1412757,76544,26015376,22651002,2515709,500786,3016798,3450691,2055233,2556050,1088009,4676478,6217660,4879326,2881869,4448189,4071920,2292352,1540015,3175944,3270256,2842344,1380761
Aspartic acid_X_HILICPos,2300207,941622,1260271,7057615,8544512,4621441,5543029,8033539,5833546,6469511,6155130,8440318,597965,863111,953355,690662,590018,958651,799840,804165,1409872,1956146,638749,782259,637771,478868,429433,880820,1087764,973031,771924,1537179,681251,1793432,1119401,409495,286709,1810073,333682,32894230,32797802,2173022,921953,1028310,1177567,857858,999988,636430,2052809,3541901,1998408,1440831,1735186,1759915,867030,876725,971160,1354343,1479188,706113
beta-Alanine_X_HILICPos,11535280,6354718,8127909,38597972,56346952,32981720,21693936,37147952,34287764,14796729,12913834,31043652,13035830,12133579,8644691,4723811,4953612,3561666,33582060,2558955,8634761,18983552,3964151,6015319,2086838,3212009,2168663,5166633,16290189,18656144,10625641,15561666,7401999,2560932,24869768,2562076,3004618,5133890,2293268,119367832,79622048,9763038,4096383,23595812,17109960,11425704,50474496,17321608,22847348,34596512,22768052,16885354,23896262,19278568,11187938,10432731,18479448,28256500,16826094,10275381
Butyryl-L-carnitine_X_HILICPos,11167596,14041376,16658409,10832295,10831171,10340318,8386227,8590649,8070972,9292749,10757347,14481653,4584902,3966261,4236386,2787352,3238692,3337014,4212280,4601955,3722544,2960312,4194608,2401125,2033151,2708394,2156099,2605647,2747084,4286394,3619361,2607186,3143338,0,1028183,0,0,0,0,12424182,6613874,1548396,0,8290339,3393861,3863875,5303743,3368214,6301717,7748575,10497439,8256185,4912062,11208381,7883760,3222352,3354224,6082235,3864870,2020554
Carnitine_X_HILICPos,149179200,131026768,168141616,461726176,546911296,436810016,232113216,272542528,256190640,265630000,268749760,325159776,244199968,375163520,349132480,246005216,284303648,264150960,356887712,266574176,426113312,281455168,176181568,275516224,181881008,240506720,211264368,309205280,374347552,322188384,294062912,310693280,260821808,32825024,160458704,27978130,26427104,39921848,21199594,834998528,594696896,181483792,57557368,291104320,327891936,262383840,300362560,286618816,771434816,1180131072,349250208,286144000,346167552,468932800,368880512,273570784,327888416,408482752,379602112,199626160
Citrulline_X_HILICPos,4823590,2879329,3524941,16309955,32362136,20508348,12813054,30889288,22542208,11213568,14994014,30085278,1722017,2322647,1824005,2029890,1832050,2964370,1907510,1598949,3583747,3597294,803267,1859312,1221276,1640193,685890,1354390,2271546,2905524,2103800,4529171,1749585,2112225,292620,172099,187618,1125880,347600,21831070,5272870,601045,541338,1379313,2937213,1549148,1808702,1273052,3996529,4662525,3795834,1966274,5974238,3855069,1500031,3195095,4866571,3895371,5320073,3041073
Creatine_X_HILICPos,186319232,94571808,105179224,372742496,495589888,332227776,313214944,407307488,336099584,244973904,264131504,669959808,21084552,51434512,16176369,3217793,45457504,28002970,83896624,8034932,38435636,24541178,9059259,30151526,2494026,5546876,3339919,19152460,26497752,13046667,21530016,13438918,15150555,11267013,6326320,7813969,5611942,9725501,4745946,954086976,162573120,37092040,25368824,25314502,21862328,21191536,20320194,16958314,20087400,34851188,32773528,20027010,46483252,51730104,56709064,11383457,44146412,41446448,27372150,8786890
Cystathionine_X_HILICPos,326003,20756,125777,1359088,1365700,1053362,417517,524426,377670,543663,540985,645992,569782,644643,319129,141183,149293,137800,62342,34238,191845,103083,19817,313672,0,37888,0,164980,441012,400493,230412,393078,0,76878,16205,0,14536,74925,8486,4159035,2087323,295250,0,528425,826685,393057,2235535,658309,1792982,2652395,1372884,901851,1866865,1830544,1081435,726904,1404183,1759552,1144464,303790
Cysteic Acid_X_HILICNeg,525141,240366,251966,2007015,2266631,1771718,874244,1233587,885050,381376,632433,1132672,1822612,1497388,1198847,648637,562529,369936,691039,404086,495396,580182,427595,295792,478748,477621,524504,634566,1173245,1412532,1263248,918952,779675,0,0,0,0,0,0,1957926,1539245,175473,0,1840123,2236897,1815407,2307254,1796703,1676067,2348101,1518170,1152515,1755798,2409430,1579697,1392135,1506097,1616519,1382999,710407
Cytidine_X_HILICNeg,0,0,0,1451510,1900597,2384495,0,0,1408414,0,0,1599339,3964050,7037606,7555916,4799495,4402859,7455066,10083858,7622741,4323353,2383720,1620972,2702205,1352229,2099739,2641868,4500314,2215453,3243034,2229449,3978144,2753688,136270,60088,0,424657,215451,0,5993731,5097866,814764,55348,5701457,3965308,3446504,6698350,4077627,5508298,8233259,5274640,3926005,4964913,8490012,4970120,2783515,4167392,7480432,3014551,2045346
Cytosine_X_HILICPos,133638008,94502424,92026088,177164688,194437136,176583632,146555744,172300000,150358544,122953512,160791392,193742112,130816256,327052864,357088448,290892256,133169464,254702416,284346080,232822336,244700000,111099816,79146560,90995720,108111368,127891968,100209224,92510592,393421120,187174528,177961808,139164752,138292288,37368920,51484208,49506192,77133808,45347224,25975788,324331232,573685888,99527256,51964868,151166512,72498840,167036272,168699248,149019552,240774992,361989440,93067096,194529424,105825328,287465344,167241408,184580752,126602552,334813152,135882512,203807152
Deoxyadenosine_X_RP,764124,540735,564993,4314961,3938663,2848070,1501209,1831304,1535955,1207727,1314032,2096763,7556899,67250272,32513374,17176856,10789798,27862948,27900152,17576284,541905,386391,99655,883381,1355146,620527,954239,1369357,1070144,3230326,1201478,6474775,2598745,185897,206086,197621,237022,173529,172135,3167056,4186250,659206,191421,2426790,9491658,3571324,4304711,5069902,2445272,3831043,4450715,1938387,11049114,8531056,10048699,1783440,9197800,9432063,2801627,4853991
Dexpanthenol_X_HILICPos,5437217,1310200,1616892,4928061,4674567,3832282,3591808,4191397,3588279,3896897,5126701,5446534,408352,354028,670158,551800,483834,1393443,232287,464721,0,1676408,0,0,0,193269,389270,0,739862,480206,520614,0,322479,4854786,150724624,273404,214776,2022394,1087151,1129350,746505,452233,4386939,390299,464051,751289,585622,241719,691210,0,175966,246261,321532,614569,163171,324584,475587,115454,292046,587910
DHPS_X_HILICNeg,62573460,26919366,30773976,349106176,377048672,225608176,41149944,46361468,42166956,35767740,37057012,36752908,57034300,168505024,135092864,40253276,33068074,40710152,31481406,46727828,27156450,39003892,30875840,53387516,26438292,42830048,35271604,49128728,143059600,135312944,119663056,97736688,62058004,3195492,1518286,260403,138905,5228681,411050,594921920,510929952,41636288,5750537,109209480,118294832,61211964,167458912,105427984,226043408,520271232,235533872,184465264,188362672,147412416,95115864,114303808,119536200,174429120,73535792,33074774
DMSP_HILICPos_X_HILICPos,852102144,608800448,768491264,3079917312,3569992704,3203843584,2452221696,2444936960,2331723520,2740691712,2397628416,2865652736,7072513024,5615788544,2954504704,4380346880,2053294592,4573443072,2640950784,6549735936,3683492864,3106575360,5776990720,7964357632,2826262016,5541121024,1370445952,1278126720,2833180160,4884463616,4150516224,3884129536,2898448640,292362848,493456320,321941920,336409472,515677728,187096528,20246294528,11377090560,2302470400,832160832,14476555264,11580089344,6683620352,21468514304,12498012160,11421666304,13491959808,17526558720,12953434112,6933809152,6265860096,6673285120,6105417728,5740731904,3358093312,5359327744,1144209536
Gluconic Acid_X_HILICNeg,0,0,0,0,4179637,1905529,0,1140331,0,0,0,1725475,0,4863565,1980083,959066,841452,0,0,617473,0,0,0,0,0,795454,924817,4146387,0,855610,0,5117690,684423,0,0,0,0,66313,0,10766254,7821756,0,0,452555,2673711,0,1777988,686155,7757176,16484734,4578907,1335837,9460499,3496753,1502271,1265838,4981062,4821666,4169489,2107754
Glucosylglycerol_X_HILICPos,564155,379874,437130,5798220,6006354,4804323,442242,557019,839525,283421,410891,485308,347870,1068616,1888319,623533,94846,204220,250756,570364,0,26385,12832,189603,157348,335230,351135,214301,179176,279449,87368,378697,536596,0,0,0,0,0,0,5013425,4002774,1036423,61566,571100,27458,163351,790051,466268,1026306,3900059,581718,669074,742200,1290686,608797,722266,434389,1457597,780976,672954
Glutamine_X_HILICPos,71401640,36283468,55286492,242141888,256413536,165062528,200615888,292289280,237123952,141645664,136470192,215654688,19602056,52846556,28377586,57247120,76545264,132411752,69963560,55273536,116675672,74509280,27487648,100656528,35775732,62037596,14656692,61736636,28425606,39089444,21524824,103781192,26815924,20818042,18673974,5869568,9799993,28876938,4565430,459177344,409727136,49691644,9942485,35706332,41079964,31469840,38352120,18787832,40213628,39338568,48179252,24922146,66367848,53846480,22744728,27457076,67857720,42704312,45560384,24093066
Glutathione Disulfide_X_RP,18600,14828,36765,109070,93102,94271,46850,44478,33796,57409,60408,44623,30057,124359,148655,10634,28864,47776,39984,33822,30568,42348,24246,17752,8358,15978,16472,19646,138790,44378,115048,22189,62506,0,0,0,6982,0,0,276075,166123,0,0,23678,92639,36376,38840,77641,122202,214577,220687,167368,182976,94826,94190,99287,139138,78046,132516,103860
Glycerophosphocholine_X_HILICPos,63248624,46483496,67783640,1162017408,1270657536,765319616,165056704,155526256,179475536,50256836,83405304,106293856,18609536,33742684,50751596,4514246,9959844,6279149,6590897,2992293,19474136,16230293,4918355,15953711,7741552,7224129,4019161,15461773,25426428,29957820,19761058,19071094,28302656,14552184,10388563,4747074,5538833,19028552,3490347,1550006528,975271616,29707886,9686903,33676984,27234740,22064500,25609594,3167573,91135296,91337704,80607960,37543600,78300000,84065232,60335636,43228384,80399664,78391440,58392436,48957460
Gonyol_X_HILICPos,387027936,362905920,450831488,3442705152,3866731520,3885384960,1596540416,1539014272,1507728384,1051438656,1870109184,2414435328,25999966,89700896,124136728,65264968,107454568,78540248,89349328,155377232,58867244,131923288,86588008,120957088,95018416,129903896,164301968,208549088,72767360,37232852,62056584,102497312,132984192,4496232,2982790,2570890,2305116,4589866,2760189,200807184,89164592,7529051,4162802,25921384,31781542,27719198,28535410,35626980,113880704,403143168,46948228,58218252,57006524,60349972,92543232,43929612,46228544,120735048,91269832,50936532
Guanosine_X_HILICNeg,2214717,1000817,1789496,8617663,8875827,6320870,3496176,4353168,4063802,3437955,3219164,4542345,7070153,15698689,14070450,6942850,2996969,8483943,7896017,7806022,1731027,765508,545468,1310835,1455550,2137606,1781605,1319748,2194549,5208826,1972300,4266759,3173089,0,0,0,64319,0,0,1471082,348862,0,0,6150655,5892265,5430146,7982239,5438970,3785984,8286062,5700597,3923568,9827984,17585944,13414437,3023130,7837021,13403930,4372102,3699016
Histidine_X_HILICPos,22109934,10822761,24543226,37287692,36259708,21918032,20461780,27045788,21157476,27565428,19126076,26326588,1829744,4394449,1228731,1085573,3332126,3389875,2406312,1531580,9071074,5996743,1375542,2523621,538170,1165353,760255,3362851,2254194,2588163,1160460,3028562,1164526,7886076,2173080,1893520,3839015,7804763,1859964,138574208,119442944,5694234,1977489,3024622,5233246,2266188,2444653,1448128,2015503,2207682,5429640,1377282,11305470,3417241,5107526,1664585,5779203,1666953,2328892,1131188
Homoserine_X_HILICPos,1865229,502363,2101440,3708713,4731870,2359513,2152923,2811566,2060083,1919319,2087781,3283941,1243478,1535291,825125,0,782988,868578,722323,0,583649,0,0,965426,0,0,0,1111236,495252,581576,487249,1770667,0,0,0,0,0,0,0,12477732,2678969,0,0,1135498,1362219,1017473,4912237,1974327,2372788,2163489,3391755,1832932,3267527,2888195,987304,715921,2338042,1285488,1154549,629656
I102.0549R12.14_HILICNeg_X_HILICNeg,23158240,11703201,12992256,53666580,60018280,41130428,28309658,38469312,30348584,31832016,30512538,46933000,10687827,13242269,12593586,8603320,7677455,10547157,7235134,10214702,7848425,6434639,5920561,5854666,4497599,6178019,6905540,9742959,15761935,17423474,17367134,17550028,8929706,2067899,0,0,0,0,0,16980756,15351706,2491547,1539392,10598017,17379054,8773384,14504862,11720048,23653522,37147288,24816668,16152749,24665128,18993976,11684219,16234715,17284624,17250712,25805032,12017562
I104.1074R10.68_HILICPos_X_HILICPos,48207984,39051416,80381872,183197328,139876672,137985600,52025132,34240492,38023328,104558056,56716632,54337736,288806816,1998049280,1320706176,187830912,271349504,326087712,410074688,392117216,148552272,216365968,82303840,176951856,147669728,181403392,131469352,267099232,244776976,238462352,249084224,388596096,402595936,27420996,33746716,25203314,41716972,54585280,16215341,948428352,481579456,111899648,42572020,347753280,276581504,329466976,261378416,354255520,572273536,1018126400,301457184,241538016,492400320,758559296,668564160,233309296,484844512,825353792,422074272,372304448
I107.0734R9.09_HILICPos_X_HILICPos,685394,329511,637584,1124691,1241958,824684,1114039,1168955,1168126,832217,765209,1729777,873129,20624714,18306054,922801,1179332,371493,426109,238120,1254804,438138,204120,1388010,796100,1029502,570377,1198990,10084767,10247402,11156311,2352047,2401698,39862,78345,31404,0,0,0,2204643,1121403,286793,40898,1579646,1677806,1182839,1969782,991890,31178304,45308940,8992119,7419683,7633139,10132058,7624329,7052172,12320752,19665318,23895900,14631362
I116.0706R7.18_HILICNeg_X_HILICNeg,15367733,18787498,23798530,20358052,26716522,26309152,11543733,16016881,17522356,18643400,21881656,22406876,12972057,16276946,18434860,11428903,10362009,10656644,14464499,15727409,12274379,15823085,7967107,10565343,7926109,11167287,8789555,8852083,16382961,18551542,18648370,10877216,13501799,2331813,3814455,1554152,4323849,9693524,1214576,37096880,32969852,11287190,4454242,28951140,20895884,21255398,24056012,13222578,31807942,41075096,14154700,15598014,19597398,44428232,34934244,19543098,19276598,25932006,30272588,15805189
I116.0709R8.8_HILICPos_X_HILICPos,110899360,87670152,138638928,269621440,304490016,185291744,67133712,88939640,80740808,80079408,87277296,138697472,313313952,161402128,223959456,119440664,115889408,187755920,228110912,276785312,174560656,240831072,54378548,81871200,59488368,87116264,69952976,67619640,112607264,171895600,108600176,113386624,141764944,42804064,58949436,33415018,79469712,60733332,26547844,1097570816,757259648,169060400,39703524,299193408,383127808,389003776,431127456,244821168,208489856,385965536,174168576,200475312,356202304,566558016,622301760,278931392,252894032,317682368,283289120,136608848
I118.0864R7.19_HILICPos_X_HILICPos,27142088704,23573409792,26211561472,29890498560,31710580736,28676937728,22671757312,25385072640,23865131008,21566142464,23907549184,29881763840,11238978560,15121013760,17127632896,11103807488,10224992256,11165719552,12111376384,13653105664,12068420608,13521149952,8073030656,10248455168,7677956608,11658757120,8466160640,9006281728,14849451008,16464475136,16497667072,10659635200,12450485248,2459223040,4069216768,3216773632,4552653312,9379266560,1450849920,29361997824,27460823040,10480121856,4502228480,19675035648,16267555840,17851013120,17290723328,12531044352,21412823040,26039595008,13019202560,13492202496,16257508352,27857111040,25315698688,18454824960,16190391296,20978438144,22133395456,14001062912
I120.0811R5.29_HILICPos_X_HILICPos,53641560,40798352,57507408,105430096,96206456,88512920,40582624,43848512,44155300,48639880,53430044,79244080,27625718,25431468,30718444,16405556,10644889,17862940,32364720,35293988,22931310,31549582,14459104,7802475,12603067,16373034,14696696,12782493,17012960,19801200,16589727,14650711,16172428,5503905,7896111,5677281,18477368,8838869,2455346,247591104,146390784,53412132,12525280,47017932,22376730,32378428,40113980,29944016,34622336,41154724,19024824,22554404,44556432,70670056,75552720,30004704,19834112,60858028,38037408,17226390
I121.032R8.27_HILICPos_X_HILICPos,119507440,85543792,89812584,712912320,828341504,633833344,601115264,694301184,651859584,526515200,616594560,825064384,811179136,2207888896,2426721536,650533184,646685632,574805376,689120576,777500928,389069696,531705920,344314880,1354894080,621132672,1178100480,750060288,987690304,975999552,948928512,893547584,1192113920,1113868416,7451885,25953726,9461539,23404382,26466116,8783242,3977235968,1249237760,90295016,29155258,1817913600,1219514240,902268096,2850988288,1496698112,2416129280,4026797568,1162016640,1276056832,1566172928,1854826624,1171627008,997116288,855628928,1964501376,1478860416,869194624
I121.0684R10.7_HILICPos_X_HILICPos,4138644,2053942,2584627,46558496,53064084,44503572,8762455,8246500,8499415,9880500,6967283,11418662,22530432,115116328,89237000,8551086,11044777,26227132,27344516,33278408,3530177,5694794,2609690,24507670,9011037,17512092,6334479,18173688,7131035,4990748,8029296,16043065,13379760,14467,13079,17112,0,0,14689,3826513,1060254,82388,20214,10978474,8229972,13621640,10735341,26470950,9298716,24061304,14648327,15405312,23877946,44803204,21085542,6065155,18130144,41048988,7143344,6054675
I124.0064R10.88_HILICNeg_X_HILICNeg,86813600,45610500,71873464,79724208,74054128,55589660,65296300,55730876,49437644,92484480,54057300,76340600,22149426,50811364,17673864,7996999,22374832,20117092,31530354,9747577,114091688,18183436,8713164,33189760,6388686,11109340,5279245,30396280,11219415,14966930,10646498,26726554,16634100,8844725,18248680,6710446,9981197,26522604,4489735,333759872,352570176,40155120,7235578,49063208,50659560,27987554,39279292,18522050,38179944,43409216,69553640,18505314,73726880,98830648,88462264,19923104,83767936,35105828,24857816,11565670
