MassFeature_Column,KM1513-125m_A,KM1513-125m_B,KM1513-125m_C,KM1513-15m_A,KM1513-15m_B,KM1513-15m_C,KM1513-45m_A,KM1513-45m_B,KM1513-45m_C,KM1513-75m_A,KM1513-75m_B,KM1513-75m_C,S11C1_A,S12C1_A,S12C1_B,S13C1_A,S13C1_B,S14C1_A,S14C1_B,S14C1_C,S2C1_B,S2C1_C,S2C3_A,S4C1_A,S4C1_B,S4C1_C,S4C2_A,S4C2_B,S6C1_A,S6C1_B,S6C1_C,S6C2_A,S6C2_B,S7E41D100_1,S7E41D120_1,S7E41D140_1,S7E41D160_1,S7E41D180_1,S7E41D250_1,S7E41D30_1,S7E41D40_1,S7E41D60_1,S7E41D80_1,S8C1_A,S9C1_A,S9C1_B,S9C2_A,S9C2_B,U3_A,U3_B,U4_A,U4_B,U6_A,U6_B,U7_A,U7_B,U8_A,U8_B,U9_A,U9_B
I206.0675R2.59_CyanoAq_X_RP,253587,131171,111920,157936,173705,98978,438939,397134,244445,172244,162899,55014,116352,101270,411349,109760,78382,54887,96920,50170,0,0,0,132781,188344,82268,101299,0,480650,184322,320219,54251,102997,142100,122775,122317,80047,71289,63057,296322,350027,186480,131043,68755,0,181069,118475,333544,126242,79615,0,307368,0,44041,47132,342096,43373,133286,120956,317555
I206.1389R6.76_HILICPos_X_HILICPos,30658808,27484790,27363830,135613104,165014960,155066848,48616280,61352796,52395572,64626440,95555160,135910864,3480820,7925635,8017888,73802472,72770936,70775160,49004616,61333676,74075032,77939352,63386664,69466448,45789440,68779216,42090152,51605612,13941940,12235890,15062238,24436762,22719972,0,0,0,0,0,0,0,0,0,0,1608701,3030026,3109930,4220120,3601963,13135104,19638730,5841587,5560387,4628615,4247189,2143267,5124087,4991440,3913221,7115700,5302037
I206.9967R1.94_HILICNeg_X_HILICNeg,0,0,0,1229997,1470519,2262468,140772,126217,183286,60335,186434,51295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I207.0686R8.88_HILICPos_X_HILICPos,1071112,310536,496389,29992156,36167320,22567936,6048906,6595373,5369570,6652734,7791081,5014180,1421265,2678639,1419382,28473396,21356030,10784834,6024466,10866999,6871174,10343865,24013330,74656008,9970369,66022884,31539572,27129136,2181175,2232513,2158875,7797524,4485205,0,0,0,0,0,0,0,710991,0,0,6995235,2692061,1488290,10412997,5830755,5655947,5675808,1743215,2023994,2308412,1515326,1428667,2292336,1672600,1848411,1297931,449319
I207.1704R6.56_HILICPos_X_HILICPos,63330944,49661004,61156900,211797408,265230512,209844816,62750168,69559448,57533848,51591544,69862776,107350648,13104014,6264064,4822199,3898469,5529990,4595504,20482362,5472583,49268528,12244087,4466797,3374091,2415988,4352627,2851093,2411737,3671931,7106427,10992824,4224357,6287923,237812,216963,183772,460322,550791,0,18496322,17406378,9203909,513847,25865860,29171672,22549468,29185478,15163279,24587166,34759692,3973811,2154444,11462499,42438220,30059952,18982862,21155094,40586064,40795916,7566213
I209.0478R11.07_HILICPos_X_HILICPos,17796434,5491646,7416419,109492616,120999768,65585428,79002904,85985632,73076744,64534796,57443328,68190816,3164749,47910740,20111938,17256784,21081670,28072090,18686240,12246609,22019078,16729278,6216735,32900184,6797642,17400268,6892494,42156552,14364710,27975186,13452413,31660610,13349119,5985873,3419150,2614383,1843486,8428858,1992218,658462272,148367136,5988521,2806682,7485419,7954698,3882303,9046127,2514629,36097548,35868996,19624822,9617496,19460724,16498463,5802760,5197629,17016136,15897756,17587928,8123305
I209.0843R7.18_HILICPos_X_HILICPos,1948836,1866835,1743537,32061628,41745380,40540068,3223518,3323871,3306593,3867359,5771751,10122903,4764876,2982220,3371059,44000624,66233360,29242338,19365562,28479092,10388415,20114348,17490496,14145302,9315755,15338084,49782472,61939948,7806893,9337004,11066261,6368936,5064985,0,15617,12451,11927,0,0,0,0,52875,3748,5318913,7230076,5619069,7663743,5540686,8453112,13738345,5181527,4584732,4626891,5853728,6806954,8222880,6663436,7609923,5870213,3735184
I209.0844R8.07_HILICPos_X_HILICPos,23020014,18869806,26509226,67521696,80017312,65240096,68051840,84450232,74237712,70731752,99672992,121694736,6521791,4070414,4746367,57263344,53492912,45085244,43976744,48089560,56909620,67856544,41998520,97422728,49237360,87910384,56711480,76198048,5534065,5310186,6253919,40025820,42285924,29829,484892,130145,276265,213792,0,16850230,7843380,650780,375828,14797379,10393991,9078024,11389445,8578527,13865003,19332052,8069467,7132878,5976236,8158830,11836103,8392442,6506542,9033397,7691614,4797108
I211.0565R12.12_HILICPos_X_HILICPos,6726809,14581388,15861968,10690640,11781777,29143524,7763604,9433482,8655183,8364775,21796656,36645544,7761682,5876562,11949459,5817778,3853339,5977237,6644584,10999851,2852018,3926281,4878821,2611971,4858126,7034182,7530276,3664794,9256939,9896220,17674388,3547132,9528864,0,580140,585307,566728,0,189695,10194,0,1260958,781784,9356669,2429719,6695002,11074334,12340410,19059500,19762522,5605604,11884285,3802713,11424031,10692065,15358033,6997916,13465972,17747622,12516839
I214.0388R5.25_HILICNeg_X_HILICNeg,1645398,1662808,2455251,1997218,2618293,2187987,1241560,1508759,1300985,1475539,1856139,3222371,708560,2553662,3093218,850224,883640,857960,1040158,779656,522172,595101,343508,874241,803254,970210,678395,749384,3148436,2571426,2598351,1212303,1419056,0,0,0,0,0,0,0,0,0,0,399643,3327076,627066,814366,369232,3517554,4385813,1046213,959645,1483886,3162437,1011792,993935,1301345,4541034,2555472,1278038
I214.0484R11.68_HILICNeg_X_HILICNeg,2953960,2150489,3022552,45453196,46199264,26742344,6671857,7001230,7096001,3294751,3711503,4985978,3637654,3213759,10758457,1784681,1667108,2778192,2041448,3257039,842888,1259322,314404,0,760373,699304,426092,0,2698896,4011186,2200108,1925601,3128741,0,56707,0,0,0,0,11582001,9043848,710610,157674,3967735,4100311,3754578,3429312,905502,5590494,10480747,4092034,3027256,13718468,19114424,17989962,6682424,7343878,20070642,8880982,7692071
I217.93R10.87_HILICNeg_X_HILICNeg,799047,2118719,3691444,714596,1370273,1577365,616572,1242271,1124517,16671,1241122,3043997,1309169,334714,1004606,608693,45438,23225,1645376,691407,237481,720140,432115,92548,371920,790944,315963,32211,545056,913914,907798,835792,920846,0,59083,0,0,0,0,0,0,420808,92364,4074380,1616843,1242877,3236882,1427870,2459401,2249287,271161,973546,2457601,4879897,5150237,1581872,370526,2108752,1402264,715274
I219.1703R6.51_HILICPos_X_HILICPos,22278508,18864828,22343544,121083808,148052176,119219728,29370788,33100794,29323762,29804752,32781582,55186172,8816831,2658702,2144474,2778772,3413614,2046616,9571283,2998629,20321984,5127776,2063347,2411259,1720057,3327303,2222935,1758829,2192784,4126176,5931939,2968078,4754112,0,109364,0,229489,503312,20789,36359552,25977556,11655663,360381,23244290,20376640,17188320,19585268,10873270,8607316,11312175,1500786,979846,6133717,18950064,17952152,9339180,9643079,14352876,15137305,2581432
I219.9271R10.87_HILICNeg_X_HILICNeg,512946,1505212,2943916,597638,984562,1280983,369409,1023365,1042615,21789,983466,2273830,1091976,172644,827518,496162,19067,23353,1316413,555306,354606,684998,316536,53199,221564,671912,334026,0,407324,796565,619374,622018,814454,0,36171,0,0,0,0,0,0,368363,35960,3141046,1438205,963411,2481616,1123068,2114524,1955409,210588,684361,2217532,3977013,4268287,1385292,404264,1721550,1072775,540953
I221.022R10.39_HILICNeg_X_HILICNeg,0,0,0,2052686,1468214,1988017,0,0,0,0,0,0,142120,685916,3268918,1925822,431196,280846,1797283,631383,480147,996574,8504,248231,467797,758101,1217478,245027,3053991,1153011,472669,161484,625638,0,0,0,0,0,0,2513833,2392974,638729,51538,1617862,371485,1200708,1084495,374953,3252498,2858258,0,863686,400162,2439957,1368951,316781,503702,3045506,1135478,1039093
I221.0843R5.26_HILICPos_X_HILICPos,115058,94484,107249,1226684,1437052,1277852,1079107,1014487,819093,283136,708414,1113530,0,43143360,47815648,684593,421343,304632,170509,461574,146223,582039,1183677,696816,140822,591365,2060562,3006225,8783775,5080445,5353000,11838008,6943256,0,0,0,74115,317695,260084,388894,0,0,0,0,85111,0,425923,111301,261549472,406810880,10392648,10794892,15922592,20089234,25678788,27426906,38152256,70261880,95298048,62368356
I221.0843R5.58_HILICPos_X_HILICPos,115058,94484,108212,1226684,1437052,1277852,1070072,1014487,819093,283136,708414,1113530,0,43143360,47815648,684593,421343,304632,110316,67581,23927,582039,1183677,589112,140822,591365,2060562,1303963,5474385,5080445,2812072,11838008,6943256,0,0,0,0,0,0,388894,0,0,0,7253,85111,58068,425923,65628,261549472,406810880,10392648,10794892,15922592,20089234,25678788,27426906,38152256,70261880,95298048,62368356
I221.0843R8.12_HILICPos_X_HILICPos,1961243,1383287,1638909,16169888,19928954,17868188,5835690,3323262,5741001,4476830,7106166,9306904,523119,28763748,27134156,7754874,8239105,4881411,4865395,5150246,4725674,5294549,5063283,13086501,5795265,11229382,11245156,17775128,8720226,8777689,7758333,15368335,12088940,0,0,0,0,0,0,9379565,3431145,243248,0,1419410,1057594,472048,2499718,1174522,88254112,138667776,11809191,11337430,14820182,15914416,11772929,11532338,21117128,36338748,54108860,34682060
I221.0844R0.89_CyanoAq_X_RP,61794,35946,41889,679715,788926,601534,247521,188085,187008,210300,227069,391239,35641,5407102,4953948,378578,790407,379885,374162,289802,430181,475044,295808,1120122,472208,553764,609544,2083477,1077618,484914,514999,2106392,1522128,0,21087,23945,29478,28375,8597,2241850,777960,44002,12575,50715,84737,52244,120114,60774,16471609,26289096,1558174,1430958,2242181,1987069,2029087,1063454,3501041,6616754,6852814,5913663
I225.1607R2.2_HILICNeg_X_HILICNeg,371736,380175,485284,148217,11159530,213490,165393,257332,223384,118171,161592,257794,1325731,103683,425510,492163,278314,982745,575405,502049,360040,708690,1698198,1263805,650791,1098590,1090743,488396,6065998,6471379,5999708,583740,1003794,0,0,58283,0,0,0,287671,141497,352760,0,862725,787906,1959436,888987,447903,5530695,382385,119363,1039480,447562,679264,162162,754898,891030,335382,357471,1116937
I227.1754R2.2_HILICPos_X_HILICPos,10905887,10790202,10451844,4405300,188287760,6754271,6500742,6928794,6145939,4093300,4935789,7340242,16447308,3323014,5352511,6292671,5532014,17947814,7400780,7262546,6724607,10133479,21056184,21199300,7926352,14563603,13553303,7570977,74912568,72276296,64172052,11038718,11158692,2037236,2857991,2711302,934987,611539,1613521,3975750,4153070,3627716,1840739,12015269,16009644,23405394,11466756,6209970,74458480,5089735,3622764,14066954,8998096,10461922,2727679,10892000,14103737,4418075,5381071,16039337
I228.0979R6.34_HILICPos_X_HILICPos,8654604,7525674,8203053,15680785,16137488,15607335,10360667,12107183,11078596,10443347,13898821,18340162,9610976,54384244,41888736,32006816,15455635,39178584,35762412,28443854,9486781,9234301,6441225,9859204,7023262,11110959,7962537,10855777,8345374,12567375,6266751,16807442,11857572,1913741,3786586,3442809,8441365,4043461,1901492,25199846,21972724,5280447,2883768,10772264,7848279,8206055,12493081,8969358,15390045,22976710,7178930,6798920,13543211,23072970,12751153,7036395,12174007,30061634,9029746,10606659
I229.1549R0.89_CyanoAq_X_RP,36513,51873,61315,71230,91723,84966,38559,44254,51620,60284,101840,110616,393267,318267,299903,173405,208374,267146,210709,197067,177961,216038,108048,252294,108596,100671,116161,188628,332403,175013,199468,212379,263846,47303,69492,69384,52967,103216,55328,954543,791653,116447,84621,564138,960271,729166,779434,508244,358954,279755,298644,238413,621710,723186,497645,323295,406333,361042,212778,168488
I229.1557R2_HILICNeg_X_HILICNeg,1960964,2715858,3767275,10287742,12868155,10971009,2349233,2304648,2214955,1750020,3022500,6410054,1273858,4214891,5900880,1695151,1095719,1681825,4622607,4167964,2860792,2686234,630609,506117,790899,1541652,1125950,1028068,888738,1592820,1336947,1809947,2063815,0,0,0,0,0,0,10091019,8018735,107635,0,3302147,1257761,1861894,2384494,1292546,2880173,4525860,1010977,1265649,5541334,7268075,9508412,2095647,1972961,6834873,3370816,2545521
I232.0231R10.77_HILICNeg_X_HILICNeg,0,0,0,388079,337277,185183,462616,548608,378748,0,53802,41764,264514,0,18035,0,0,0,0,0,0,0,110081,0,11148,0,220158,146177,43545,99980,33784,0,118437,0,0,0,0,0,0,0,0,0,0,89666,11432,13251,239566,204306,137631,275661,194234,207846,26345,126198,256253,23322,18021,75358,22613,0
I232.118R6.16_HILICPos_X_HILICPos,0,0,0,9970556,12125376,10504873,0,0,0,0,0,0,8505947,1738762,3321799,4706586,4071223,2327121,3552109,7104144,1774778,2504099,1317466,2424036,0,4104507,9120576,4146729,2474207,2980160,2027277,9342561,5335050,0,0,0,0,0,0,611684928,49152292,0,0,57443992,7248917,7998102,42707816,25293518,6194194,11494327,1864107,5371637,0,11588821,3219392,6413872,5551394,2524912,1945252,1549528
I235.1653R7.18_HILICPos_X_HILICPos,691393536,253967600,530741024,1277895552,1333899648,639108352,412221152,534280352,412374240,269960416,279863264,614945600,28570046,93064216,88756048,28333636,28911982,35645112,30756518,47022600,51164480,48074244,10534731,30766594,7232527,21657976,15367343,19026634,57071280,89026200,115534944,45495836,27263212,364850,1183982,721960,1654241,10084087,49606,451664352,294484256,14111333,1780474,188578288,145403392,103630120,123905688,50340848,247629184,471011904,58958828,42852492,148308336,456174304,342789440,177501424,170178048,180316848,213236368,45969768
I236.1492R9.91_HILICPos_X_HILICPos,22648442,20946030,19658386,682002752,744710848,603362304,85285240,97935280,129918984,64639996,69928704,61277316,241696432,341130400,334271328,81054160,90943712,113001592,116865040,117853464,96971168,97375416,39706228,94112536,71841672,74212096,65793544,133344072,224886816,208857552,144522576,180181632,119261016,5565857,5800331,2981909,4031466,6021105,3123466,545024960,200310544,9947695,4659781,234172112,276491072,245636432,257005792,198721104,173749072,389578720,255500352,168724304,373724160,404103872,258874672,193084880,251081792,333095104,118443248,97371920
I236.1493R8.23_HILICPos_X_HILICPos,49813204,30800562,35120372,442615392,471411680,310071456,117679904,129010296,133566888,71735536,78764448,96020168,79862880,224562752,271232352,81756776,98669600,85394576,102202184,102475072,73423992,97252336,45868452,86011056,79201784,80399496,68998928,80349208,209860448,194000048,161825472,132871064,123869016,4999666,6003256,5914940,7547692,3075596,2564744,438741120,201647168,23431978,6077131,80339816,72953944,66855140,84220552,62114764,149190960,295356512,132195856,129509256,191080912,254387120,189582576,111376344,112490888,238885072,107789264,103225160
I237.1235R1.65_CyanoAq_X_RP,348640,328397,318620,3252584,3225841,2411560,663665,594808,506939,379325,568662,1352180,189055,1615695,1321514,197449,372162,420533,774249,541721,897275,444503,75123,198656,156263,240857,141048,310368,161091,305249,154311,492611,349765,19478,26153,27012,29421,37023,12878,7315607,3680472,157835,64732,493978,637978,291078,321035,195185,733790,899654,481951,250834,657251,919064,908223,187157,629659,868999,520914,437677
I238.0524R11.67_HILICPos_X_HILICPos,4303711,32397240,60540516,2023489,3539184,15645876,3931567,5999779,5543788,4208116,14317791,30414646,8334330,2861382,3771362,2343534,2262221,1845472,13060292,5623201,6289727,5748431,2911216,1865572,2527304,3606133,2962603,1608035,2422765,4484581,7573657,1428594,6171244,0,491532,418618,906204,0,257099,0,0,1583479,482600,22040320,1442221,10866269,11448610,11605152,6048191,4945626,1554081,1729239,1923197,15223726,26219716,8919533,4991000,7424998,9109462,4158641
I239.002R2.89_HILICNeg_X_HILICNeg,0,0,40788,2542425,1727843,1842746,35195,118455,17926,13520,0,0,0,0,0,2236424,174483,0,29482,234586,0,0,40150,0,825255,4490526,2947611,40229,0,0,0,40042,0,0,0,0,0,0,0,0,322084,0,0,0,0,0,0,0,113652,188889,0,55016,0,0,0,0,0,0,0,0
I240.1092R0.94_CyanoAq_X_RP,324083,346713,403466,741087,761751,861468,202496,199300,186087,328970,374018,380517,0,404572,671938,15134,64228,64444,54051,140411,64755,27565,0,0,51185,80392,50824,0,239501,153221,150849,301935,158683,0,0,0,0,0,0,0,35527,0,0,12054,40581,12209,15528,35313,315558,407099,215679,226018,257821,245978,172320,88851,143839,317425,230688,119572
I241.0119R13.69_HILICNeg_X_HILICNeg,337194,102836,173909,2152500,2330303,1532220,681014,606008,639596,182272,435357,577127,1586455,3533578,1963904,314358,349859,195382,371054,496446,235216,466115,225615,196591,368569,436414,415052,657217,989327,1066257,862856,1095166,779323,0,0,0,0,0,0,8001227,1961723,0,0,1411673,1339850,999723,2765036,1517133,2544398,4724796,2219711,1554856,4261779,3640705,2818911,1514315,1930053,2972993,1617769,792727
I241.0297R0.89_CyanoAq_X_RP,0,0,0,0,132684,70171,0,0,0,0,0,119139,0,71878,110802,221988,376404,171530,74013,118305,0,64429,111817,2323147,342943,808636,1323353,2053041,0,0,0,276621,246310,0,0,0,0,0,0,5683209,1828940,793930,253611,0,0,0,0,0,123847,67632,81019,74825,0,0,0,0,0,0,0,0
I243.1715R1.84_HILICNeg_X_HILICNeg,2109279,3516774,4351181,11832092,13317876,12115617,2294857,2346060,2402152,1775124,3131282,5870686,1249873,4264487,6271608,1543207,1122544,1198512,4201664,3866305,3003217,2293182,459011,456498,677448,1227495,954181,744005,855861,1692365,1138502,1681308,1691323,0,0,50627,0,0,53447,8712645,6964452,70480,109079,3088716,1150257,1510657,1995907,1171289,2705079,3982127,923002,1025742,5476258,6978614,8610033,2245479,1879138,6657295,3307455,2334895
I244.0495R6.68_HILICNeg_X_HILICNeg,0,0,0,0,0,0,0,0,0,0,0,0,0,842451,1240261,156211,748296,45209,135460,420559,174134,41501,0,0,86585,205998,38993,0,659449,329752,435988,72887,188176,0,0,0,0,0,0,71182,118401,0,0,77162,90026,212735,81012,0,3072100,4361427,0,272825,223243,571092,507916,337779,287138,1125508,1237051,783484
I244.0828R9.94_HILICNeg_X_HILICNeg,0,0,0,175468464,163812112,106091112,0,0,0,0,0,0,21109238,53115220,36233668,48854216,39081744,25945784,22448966,27197496,50399472,25227378,12405862,34586656,9486461,24197900,57445548,98116368,39924888,45671016,34560472,39730612,13877512,210683,228192,141734,0,591715,99724,103806456,42713524,965266,250755,42637792,55366028,31676510,40913340,30891198,80373032,149422432,34090692,19837660,54756484,45055048,51096604,24370132,32046768,29950618,41518920,13552596
I244.0929R7.89_HILICPos_X_HILICPos,10801630,6280707,7776876,48327244,46512204,34976008,16041462,21261220,19469866,14941642,14502483,21155522,10634948,24556940,30768248,13308716,10493000,24948248,31059298,23313976,13420800,9490250,5927095,7445747,5030247,7443722,4872736,7575048,7923128,12986702,3754845,12838209,11181970,1159103,1707512,1473658,4165100,3242400,920521,28192868,25777344,3705263,1729743,11490740,10090984,12316043,12233187,7274910,11777946,26398960,14191509,14748745,13223533,31204142,18031456,5416794,11049553,27506522,8722996,7998529
I245.1588R2.3_CyanoAq_X_RP,133652,35845,82108,85906,32917,59868,7731,12820,115224,57574,124483,153119,170125,10464,14777,18439,64339,30777,30561,9799,12585,14671,97513,38691,117555,10756,13084,10654,46620,13938,16098,11315,15226,272629,321186,581004,578249,585251,676560,87724,172313,271545,456348,20853,48313,83295,93599,15016,12538,25722,73662,57140,17884,24216,16502,26610,24546,65585,40168,28773
I245.1861R2.33_CyanoAq_X_RP,794890,857120,1021249,4487098,4477364,3440786,824951,787135,766803,587640,854316,1755362,279923,2394798,2286273,357021,584565,650140,1696569,1011901,1262190,712445,92296,258802,171342,318574,204066,464522,302193,438597,321191,799348,625147,31685,48299,48536,39119,51233,14262,7079253,5808079,273359,88798,714378,481921,459886,392074,286123,708111,1123900,499967,322688,2155837,1937454,2340565,443108,710265,1926220,871396,781389
I245.1862R2.58_CyanoAq_X_RP,700685,739129,947225,3527630,3659069,2938955,688770,673236,616436,478934,765171,1525684,245988,1494966,1713451,227617,403852,337483,1207089,514663,1133222,605615,76432,189477,161818,231899,195052,386650,179459,311023,264909,563842,493234,29404,43679,37850,34456,47366,10066,5500038,3559838,231910,136343,699340,424617,396741,412645,279505,570153,900283,347426,263534,1348732,1517164,1747159,414318,676965,1571816,557430,568333
I248.9764R0.9_CyanoAq_X_RP,0,0,0,156075,239298,97979,56572,23280,16833,21745,6503,34654,1795,198442,156493,11235,24308,248299,238007,135279,46862,20676,33305,10166,68431,53753,3479,0,307752,225197,188107,201180,169810,0,0,0,0,0,0,18629,4643,0,0,2083,9823,0,0,0,425930,526645,418452,288489,504292,365363,310689,38668,230750,216363,310200,249332
I249.1347R5.35_HILICPos_X_HILICPos,0,0,0,0,0,0,0,0,0,0,0,0,8102903,13473311,8675729,0,0,0,2263363,0,2939966,1340426,0,1333197,0,0,0,0,9276748,7503252,6367727,11315062,8875334,0,0,0,0,0,0,3149397,1550503,0,0,12700882,19034186,10965706,13643903,5972862,9882311,10144479,8184830,4675969,15930823,17485540,16540917,4715830,11790761,9548540,4958334,2595719
I252.083R12.11_HILICPos_X_HILICPos,18252304,46725212,50709384,30190058,36092240,88341176,22047908,27307588,26541764,22722314,66188568,110134488,28170706,24043710,39382644,20724744,16191122,25371874,25997774,36630376,12006471,13411589,18661572,11615678,17105258,23891480,22040650,15455606,33253192,33380614,47000688,14729830,32484768,6484,1669462,1333019,1253437,6665,558783,0,0,3314841,1733352,36123676,9776911,23708306,40803460,35321968,65784324,61543496,26292778,43094356,15486546,40266632,38961244,40064708,28222190,47262808,66424008,42588868
I252.1092R3.46_HILICPos_X_HILICPos,27034990,20937300,21948978,113391928,115112352,89562256,45386900,69175336,50084808,25623454,45356988,73385920,133037320,385639136,388644704,441014208,84646328,258400016,337481024,383650848,8921627,8104325,3060064,7045102,17852094,22347798,20126610,11846615,23340492,106867992,27956236,79004896,25534166,1786415,2501934,2189804,2331442,1784199,1449678,30586516,36271536,7349672,3416488,56721028,89822280,67681584,74704832,111859752,44997152,70025048,43920596,34796416,103526400,148949360,154005376,49296032,85857216,175339200,55017180,78936736
I252.1093R1.15_CyanoAq_X_RP,764124,540735,564993,4314961,3938663,2848070,1501209,1831304,1535955,1207727,1314032,2096763,7556899,67250272,32513374,17176856,10789798,27862948,27900152,17576284,541905,386391,99655,883381,1355146,620527,954239,1369357,1070144,3260703,1201478,6474775,2598745,185897,206086,197621,237022,173529,172135,3167056,4186250,659206,191421,2426790,9491658,3571324,4304711,5069902,2445272,3831043,4450715,1938387,11049114,8531056,10048699,1783440,9197800,9432063,2801627,4853991
I252.1441R10.53_HILICPos_X_HILICPos,543162048,331695072,380075360,8952508416,9360050176,6715327488,1965683968,1660623232,1758379520,828940544,1158874880,1356993920,39832156,257579968,223443776,75015320,69767032,46063476,75763704,98863912,82407656,92059120,37769736,65714408,53543332,58015056,58215972,120783896,99440824,90507768,62395440,142842336,76488280,5046060,3216311,2579798,2283457,7472087,3828657,364772384,64332872,11036777,5486771,68282920,48457900,38525240,51123292,38821280,162647248,458528704,110155960,77486568,138942480,105553336,73648000,73578576,72225592,132348112,78721184,60290596
I253.9168R1.77_HILICNeg_X_HILICNeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,997910,853222,124790,650393,1812475,26054,144033,448298,1650960,1225514,1640968,1842300,1794708,0,0,0,347118,556597,0,0,0,0,0,0,0,0,0,0,45409,27635,0,49729,60371,0,10895,0,0,0,0,0,0,0,0,0,0
I260.1131R1.01_CyanoAq_X_RP,42633,68580,57987,15888698,14035930,11778559,101951,43781,76031,28461,67319,55853,116889,2751355,3450313,1936000,1084403,601506,859471,1504507,304259,577576,6264056,2336870,586285,1072730,6657529,1865209,1818386,829224,846307,998995,1895560,0,0,0,0,0,0,4815986,934658,60766,0,55529,0,62970,216045,305545,675382,1523452,298228,426277,1226229,372446,227516,602768,274534,541639,778049,624510
I261.1311R1.29_CyanoAq_X_RP,8582104,11783633,7239068,8523734,9178387,7617840,11147992,10089695,10334778,9716280,9702868,13105895,3702107,3302200,3913311,3821967,5958717,9314037,4075231,3205435,5208841,5842231,2983744,11590442,3334381,2178386,4424880,4017602,6036110,3712251,4272953,4889711,4238981,1466090,1883684,1942993,1845296,787242,1149436,2145588,2427530,2149480,1859041,3100189,5748982,5344134,6099110,2974978,7029544,2919932,3358502,3906609,5307590,6260841,3246570,4811208,7509201,3788436,3001918,8326070
I261.9827R12.12_HILICNeg_X_HILICNeg,223000,2744920,2809666,211280,26427,3103899,277764,292878,207277,36935,1876068,5615092,636566,154620,1397093,435326,76030,273110,1014060,1280013,0,216275,419619,0,508431,1205614,981036,0,560197,1015565,2190288,0,857981,0,0,0,0,0,0,0,0,0,0,1801299,0,527661,1643071,1678228,3320034,1062744,0,1290414,0,1065443,821216,2249526,76361,2198770,1853300,2410491
I263.1426R2.13_CyanoAq_X_RP,0,54279,42469,985522,887862,631351,74110,42106,39227,11812,97879,347457,0,513478,454397,49121,98516,94951,286622,148344,87065,34581,0,5573,0,43024,0,0,19975,45953,49013,112058,0,1683,0,0,0,0,0,844159,210631,12293,0,133395,105070,17224,84650,51249,141463,221921,18151,22992,272362,328051,354386,78439,104503,319861,168549,127160
I267.0726R11.17_HILICNeg_X_HILICNeg,11104324,5615287,7022158,517322656,552132096,398938944,275801632,350407840,299491200,251978208,236258816,351337280,5630989,14510334,15035531,81260968,88800864,69591256,47979196,47579128,32327552,16475982,162676112,143490640,65860704,90789688,62877528,175271344,5292539,7937145,4510314,166902512,67555448,0,0,0,0,0,0,0,0,0,0,2240840,5807368,7494023,6743071,4653838,67524768,103016504,45964560,24137838,52830092,43206168,15703813,33916212,52561328,50234044,68098728,36313656
I268.1042R1.02_CyanoAq_X_RP,10040707,9123988,15756160,32003674,28849294,25671606,13852645,15434382,15481683,18297784,18437510,28424156,13224821,56989808,41076532,13775747,21972572,26292804,42150800,26207748,4911020,6658413,894050,6546970,9212030,5582202,6024781,9094117,5510336,13740446,3976393,25084446,15557252,1816163,1632738,862649,1502764,2609466,1902507,48731748,30659212,14573903,2957563,12369103,34527380,17829114,14893838,13804098,12676404,33827572,30079212,17151498,26490532,36290264,38505720,4541954,31267326,43935824,13691267,13519169
I268.1042R1.29_CyanoAq_X_RP,677501,287843,316158,1362017,1508912,706088,739985,651110,683306,841028,468356,1265335,895146,9414293,4409646,1785303,1183997,2794713,3013158,1468963,221595,173573,111500,304813,291905,199656,198342,382953,261039,427798,165261,1164341,508765,141967,300876,189032,465503,243682,136557,2497028,2029954,752094,218796,555980,1297647,685775,744691,467153,556416,712786,479983,350414,2084207,1830900,1694074,184765,1373684,2140159,511960,576402
I269.0882R1.02_CyanoAq_X_RP,611424,221861,683247,1059794,948929,520249,464772,362136,418961,1263041,345103,945196,408349,1142459,1497815,108126,309418,274775,1489220,158308,841879,470657,89784,240940,233753,108301,70084,282884,262679,173616,109322,437764,484774,211786,432806,336751,827667,493400,544576,5237140,969350,754397,217667,719974,836896,971523,372282,170283,261484,929147,428717,326070,2274095,4641786,2851126,127315,735895,2999070,463165,314411
I271.1288R9.7_HILICPos_X_HILICPos,0,0,0,5314269,6310250,6178509,0,0,0,0,0,0,2399626,81922784,76548232,11074619,11018576,9421095,9668674,10402685,88947512,13195171,13148488,9938625,3432496,9166521,16171793,32818242,49361128,57270636,43334272,9796169,8129151,0,0,0,0,0,0,7192291,4316608,0,0,4884729,4183110,3840587,4783937,2370592,63428700,106048296,25803942,25046702,42340604,47389528,25563120,16447672,40776112,79671336,67542872,37961592
I271.1291R0.87_CyanoAq_X_RP,0,0,0,455759,562204,508192,0,0,0,0,0,0,127237,7111585,7040232,358849,727604,640079,732215,571195,6106446,881206,800796,886064,272300,455774,620694,2404883,3523632,1937775,2080659,698647,793786,0,9768,0,0,41229,0,896244,435392,0,0,229148,485499,254197,293682,160803,5530193,7523465,2807428,2850033,3735008,3336914,2204222,709560,3020402,6857241,4220420,3243419
